"","id","Year","Lg","Tm","W","L","T","Div. Finish","Playoffs","PF","PA","PD","Coaches","AV","Passer","Rusher","Receiver","Pts...17","Yds...18","Pts...19","Yds...20","T/G","Pts±","Yds±","out of","MoV","SoS","SRS","OSRS","DSRS"
"1","1",2021,"NFL","Arizona Cardinals*",11,6,0,"2nd of 4","Lost WC",449,366,83,"Kingsbury","Murray","Murray","Conner","Kirk",11,8,11,11,4,9,5,32,4.9,0.3,5.2,3.6,1.6
"2","1",2020,"NFL","Arizona Cardinals",8,8,0,"3rd of 4",NA,410,367,43,"Kingsbury","Murray","Murray","Drake","Hopkins",13,6,12,13,17,13,11,32,2.7,-0.1,2.6,1.5,1
"3","1",2019,"NFL","Arizona Cardinals",5,10,1,"4th of 4",NA,361,442,-81,"Kingsbury","Murray","Murray","Drake","Fitzgerald",16,21,28,32,18,23,29,32,-5.1,1.8,-3.2,-0.3,-2.9
"4","1",2018,"NFL","Arizona Cardinals",3,13,0,"4th of 4",NA,225,425,-200,"Wilks","Peterson","Rosen","Johnson","Fitzgerald",32,32,26,20,29,32,32,32,-12.5,1,-11.5,-9.6,-1.9
"5","1",2017,"NFL","Arizona Cardinals",8,8,0,"3rd of 4",NA,295,361,-66,"Arians","Jones","Palmer","Peterson","Fitzgerald",25,22,19,6,23,24,15,32,-4.1,0.4,-3.7,-4,0.2
"6","1",2016,"NFL","Arizona Cardinals",7,8,1,"2nd of 4",NA,418,362,56,"Arians","Campbell","Palmer","Johnson","Fitzgerald",6,9,14,2,17,7,1,32,3.5,-1.9,1.6,2.4,-0.8
"7","1",2015,"NFL","Arizona Cardinals*",13,3,0,"1st of 4","Lost Conf",489,313,176,"Arians","Palmer","Palmer","Johnson","Fitzgerald",2,1,7,5,4,2,2,32,11,1.3,12.3,9,3.4
"8","1",2014,"NFL","Arizona Cardinals*",11,5,0,"2nd of 4","Lost WC",310,299,11,"Arians","Campbell","Stanton","Ellington","Floyd",24,24,5,24,5,16,27,32,0.7,1.3,2,-2.4,4.4
"9","1",2013,"NFL","Arizona Cardinals",10,6,0,"3rd of 4",NA,379,324,55,"Arians","Dansby","Palmer","Mendenhall","Floyd",16,12,7,6,17,10,7,32,3.4,3,6.4,2.7,3.7
"10","1",2012,"NFL","Arizona Cardinals",5,11,0,"4th of 4",NA,250,357,-107,"Whisenhunt","Washington","Kolb","Stephens-Howling","Fitzgerald",31,32,17,12,17,27,31,32,-6.7,3.5,-3.2,-4.8,1.6
"11","1",2011,"NFL","Arizona Cardinals",8,8,0,"2nd of 4",NA,312,348,-36,"Whisenhunt","Peterson","Kolb","Wells","Fitzgerald",24,19,17,18,28,21,25,32,-2.3,0,-2.2,-1.7,-0.5
"12","1",2010,"NFL","Arizona Cardinals",5,11,0,"4th of 4",NA,289,434,-145,"Whisenhunt","Dockett","Anderson","Hightower","Fitzgerald",26,31,30,29,22,31,32,32,-9.1,-3.6,-12.7,-5.6,-7.1
"13","1",2009,"NFL","Arizona Cardinals*",10,6,0,"1st of 4","Lost Div",375,325,50,"Whisenhunt","Wilson","Warner","Wells","Fitzgerald",11,14,14,20,24,12,17,32,3.1,-3.4,-0.3,0.1,-0.4
"14","1",2008,"NFL","Arizona Cardinals*",9,7,0,"1st of 4","Lost SB",427,426,1,"Whisenhunt","Warner","Warner","James","Fitzgerald",3,4,28,19,17,18,11,32,0.1,-1.9,-1.9,4.1,-6
"15","1",2007,"NFL","Arizona Cardinals",8,8,0,"2nd of 4",NA,404,399,5,"Whisenhunt","Fitzgerald","Warner","James","Fitzgerald",7,12,27,17,22,15,13,32,0.3,-4.3,-3.9,1.9,-5.9
"16","1",2006,"NFL","Arizona Cardinals",5,11,0,"4th of 4",NA,314,389,-75,"Green","Wilson","Leinart","James","Boldin",19,18,29,29,12,25,25,32,-4.7,-2.2,-6.9,-2.6,-4.3
"17","1",2005,"NFL","Arizona Cardinals",5,11,0,"3rd of 4",NA,311,387,-76,"Green","Fitzgerald","Warner","Shipp","Fitzgerald",17,8,26,8,30,23,3,32,-4.8,-0.2,-5,-2,-3
"18","1",2004,"NFL","Arizona Cardinals",6,10,0,"3rd of 4",NA,284,322,-38,"Green","Berry","McCown","Smith","Fitzgerald",26,27,12,12,18,21,26,32,-2.4,-2.5,-4.9,-5.1,0.2
"19","1",2003,"NFL","Arizona Cardinals",4,12,0,"4th of 4",NA,225,452,-227,"McGinnis","Boldin","Blake","Shipp","Boldin",32,27,32,26,30,32,28,32,-14.2,1.6,-12.6,-6.3,-6.2
"20","1",2002,"NFL","Arizona Cardinals",5,11,0,"4th of 4",NA,262,417,-155,"McGinnis","Shipp","Plummer","Shipp","Boston",29,27,29,29,27,31,30,32,-9.7,-0.2,-9.9,-5.4,-4.5
"21","1",2001,"NFL","Arizona Cardinals",7,9,0,"4th of 5",NA,295,343,-48,"McGinnis","Boston","Plummer","Pittman","Boston",20,18,22,28,18,21,29,31,-3,-1.2,-4.2,-1.5,-2.6
"22","1",2000,"NFL","Arizona Cardinals",3,13,0,"5th of 5",NA,210,443,-233,"Tobin,McGinnis","Boston","Plummer","Pittman","Boston",29,24,30,30,30,30,27,31,-14.6,-0.7,-15.2,-7.2,-8.1
"23","1",1999,"NFL","Arizona Cardinals",6,10,0,"4th of 5",NA,245,382,-137,"Tobin","Rice","Plummer","Murrell","Sanders",30,29,27,22,30,27,29,31,-8.6,-0.2,-8.8,-5.5,-3.2
"24","1",1998,"NFL","Arizona Cardinals*",9,7,0,"2nd of 5","Lost Div",325,378,-53,"Tobin","Plummer","Plummer","Murrell","Sanders",15,13,24,21,11,18,17,30,-3.3,-4.1,-7.4,-1.6,-5.8
"25","1",1997,"NFL","Arizona Cardinals",4,12,0,"5th of 5",NA,283,379,-96,"Tobin","Williams","Plummer","McElroy","Moore",25,24,25,27,29,27,29,30,-6,-0.4,-6.4,-2.6,-3.8
"26","1",1996,"NFL","Arizona Cardinals",7,9,0,"4th of 5",NA,300,397,-97,"Tobin","Williams","Esiason","Johnson","Moore",22,13,26,21,26,26,17,30,-6.1,-1.4,-7.5,-1.7,-5.8
"27","1",1995,"NFL","Arizona Cardinals",4,12,0,"5th of 5",NA,275,422,-147,"Ryan","Williams","Krieg","Hearst","Centers",27,24,30,26,16,29,27,30,-9.2,1.7,-7.5,-3.5,-4
"28","1",1994,"NFL","Arizona Cardinals",8,8,0,"3rd of 5",NA,235,267,-32,"Ryan","Williams","Beuerlein","Moore","Clark",27,25,4,3,8,17,10,28,-2,-0.3,-2.3,-5.6,3.3
"29","1",1993,"NFL","Phoenix Cardinals",7,9,0,"4th of 5",NA,326,269,57,"Bugel","Beuerlein","Beuerlein","Moore","Proehl",9,8,7,21,21,8,14,28,3.6,0.4,3.9,1.9,2.1
"30","1",1992,"NFL","Phoenix Cardinals",4,12,0,"5th of 5",NA,243,332,-89,"Bugel","Chandler","Chandler","Johnson","Hill",24,17,20,24,26,23,19,28,-5.6,2.5,-3.1,-2.9,-0.1
"31","1",1991,"NFL","Phoenix Cardinals",4,12,0,"5th of 5",NA,196,344,-148,"Bugel","McDonald","Tupa","Johnson","Jones",27,27,22,16,14,24,27,28,-9.3,3.8,-5.4,-4.9,-0.5
"32","1",1990,"NFL","Phoenix Cardinals",5,11,0,"5th of 5",NA,268,396,-128,"Bugel","Rosenbach","Rosenbach","Johnson","Proehl",24,18,24,18,22,26,19,28,-8,1.3,-6.7,-1.9,-4.8
"33","1",1989,"NFL","Phoenix Cardinals",5,11,0,"4th of 5",NA,258,377,-119,"Stallings,Kuhlmann","McDonald","Hogeboom","Ferrell","Jones",25,25,20,26,25,25,25,28,-7.4,0.3,-7.1,-4,-3.1
"34","1",1988,"NFL","Phoenix Cardinals",7,9,0,"4th of 5",NA,344,398,-54,"Stallings","Sharpe","Lomax","Ferrell","Green",11,4,27,14,22,19,7,28,-3.4,0.2,-3.2,0.5,-3.7
"35","1",1987,"NFL","St. Louis Cardinals",7,8,0,"3rd of 5",NA,362,368,-6,"Stallings","Lomax","Lomax","Mitchell","Smith",7,6,23,25,10,14,15,28,-0.4,-0.5,-0.9,2.2,-3.1
"36","1",1986,"NFL","St. Louis Cardinals",4,11,1,"5th of 5",NA,218,351,-133,"Stallings","Smith","Lomax","Mitchell","Smith",28,26,21,4,19,25,20,28,-8.3,0.2,-8.1,-6.5,-1.6
"37","1",1985,"NFL","St. Louis Cardinals",5,11,0,"5th of 5",NA,278,414,-136,"Hanifan","Mitchell","Lomax","Mitchell","Tilley",27,17,24,15,22,25,19,28,-8.5,-1.6,-10.1,-4.5,-5.6
"38","1",1984,"NFL","St. Louis Cardinals",9,7,0,"3rd of 5",NA,423,345,78,"Hanifan","Lomax","Lomax","Anderson","Green",4,3,17,8,17,8,3,28,4.9,0.5,5.4,6.2,-0.9
"39","1",1983,"NFL","St. Louis Cardinals",8,7,1,"3rd of 5",NA,374,428,-54,"Hanifan","Anderson","Lomax","Anderson","Green",9,17,25,6,15,21,15,28,-3.4,2.3,-1.1,2.5,-3.6
"40","1",1982,"NFL","St. Louis Cardinals*",5,4,0,"3rd of 5","Lost WC",135,170,-35,"Hanifan","Greer","Lomax","Anderson","Tilley",25,23,12,14,16,23,22,28,-3.9,1.2,-2.7,-4.1,1.4
"41","1",1981,"NFL","St. Louis Cardinals",7,9,0,"5th of 5",NA,315,408,-93,"Hanifan","Anderson","Hart","Anderson","Tilley",18,19,27,23,20,25,24,28,-5.8,1.1,-4.7,0.1,-4.8
"42","1",1980,"NFL","St. Louis Cardinals",5,11,0,"4th of 5",NA,299,350,-51,"Hanifan","Anderson","Hart","Anderson","Tilley",19,22,21,19,17,20,19,28,-3.2,0.8,-2.4,-1.7,-0.7
"43","1",1979,"NFL","St. Louis Cardinals",5,11,0,"5th of 5",NA,307,358,-51,"Wilkinson,Wilson","Anderson","Hart","Anderson","Tilley",17,10,21,16,21,20,13,28,-3.2,0.4,-2.7,-0.7,-2
"44","1",1978,"NFL","St. Louis Cardinals",6,10,0,"4th of 5",NA,248,296,-48,"Wilkinson","Dierdorf","Hart","Otis","Tilley",23,7,15,13,7,23,7,28,-3,0.5,-2.5,-2.6,0
"45","1",1977,"NFL","St. Louis Cardinals",7,7,0,"3rd of 5",NA,272,287,-15,"Coryell","Metcalf","Hart","Metcalf","Gray",11,7,23,24,19,18,15,28,-1.1,-0.3,-1.4,2.6,-4
"46","1",1976,"NFL","St. Louis Cardinals",10,4,0,"3rd of 5",NA,309,267,42,"Coryell","Banks","Hart","Otis","Harris",8,3,16,12,14,12,6,28,3,-0.4,2.6,3.5,-1
"47","1",1975,"NFL","St. Louis Cardinals*",11,3,0,"1st of 5","Lost Div",356,276,80,"Coryell","Wehrli","Hart","Otis","Gray",7,5,11,18,16,9,10,26,5.7,-2.2,3.5,3.4,0.1
"48","1",1974,"NFL","St. Louis Cardinals*",10,4,0,"1st of 5","Lost Div",285,218,67,"Coryell","Hart","Hart","Metcalf","Gray",9,10,8,17,4,7,12,26,4.8,1,5.8,2.8,3
"49","1",1973,"NFL","St. Louis Cardinals",4,9,1,"4th of 5",NA,286,365,-79,"Coryell","Anderson","Hart","Anderson","Smith",11,12,23,26,18,19,25,26,-5.6,2.3,-3.3,1.8,-5.1
"50","1",1972,"NFL","St. Louis Cardinals",4,9,1,"4th of 5",NA,193,303,-110,"Hollway","Anderson","Cuozzo","Anderson","Gillette",23,25,18,25,23,21,24,26,-7.9,2.2,-5.7,-4.5,-1.2
"51","1",1971,"NFL","St. Louis Cardinals",4,9,1,"4th of 5",NA,231,279,-48,"Hollway","Wehrli","Hart","Lane","Gilliam",20,14,15,20,23,17,19,26,-3.4,-0.8,-4.2,-4,-0.2
"52","1",1970,"NFL","St. Louis Cardinals",8,5,1,"3rd of 5",NA,325,228,97,"Winner","Lane","Hart","Lane","Gilliam",4,3,5,10,11,4,5,26,6.9,0.5,7.4,3.8,3.6
"53","2",2021,"NFL","Atlanta Falcons",7,10,0,"3rd of 4",NA,313,459,-146,"Smith","Terrell","Ryan","Patterson","Pitts",26,29,29,26,25,28,29,32,-8.6,0.1,-8.5,-4.2,-4.3
"54","2",2020,"NFL","Atlanta Falcons",4,12,0,"4th of 4",NA,396,414,-18,"Morris,Quinn","Ryan","Ryan","Gurley","Ridley",16,18,19,29,13,18,25,32,-1.1,1.9,0.7,-0.1,0.8
"55","2",2019,"NFL","Atlanta Falcons",7,9,0,"2nd of 4",NA,381,399,-18,"Quinn","Jarrett","Ryan","Freeman","Jones",13,5,23,20,24,19,12,32,-1.1,1.1,-0.1,0.3,-0.4
"56","2",2018,"NFL","Atlanta Falcons",7,9,0,"2nd of 4",NA,414,423,-9,"Quinn","Ryan","Ryan","Coleman","Jones",10,6,25,28,15,17,17,32,-0.6,0.4,-0.1,2.5,-2.6
"57","2",2017,"NFL","Atlanta Falcons*",10,6,0,"3rd of 4","Lost Div",353,315,38,"Quinn","Ryan","Ryan","Freeman","Jones",15,8,8,9,19,11,7,32,2.4,1.9,4.3,1.1,3.2
"58","2",2016,"NFL","Atlanta Falcons*",11,5,0,"1st of 4","Lost SB",540,406,134,"Quinn","Ryan","Ryan","Freeman","Jones",1,2,27,25,4,2,4,32,8.4,0.1,8.5,10.5,-2
"59","2",2015,"NFL","Atlanta Falcons",8,8,0,"2nd of 4",NA,339,345,-6,"Quinn","Jones","Ryan","Freeman","Jones",21,7,14,16,27,15,10,32,-0.4,-3.4,-3.8,-4,0.3
"60","2",2014,"NFL","Atlanta Falcons",6,10,0,"3rd of 4",NA,381,417,-36,"Smith","Ryan","Ryan","Jackson","Jones",12,8,27,32,11,24,23,32,-2.3,-1.6,-3.8,0.6,-4.4
"61","2",2013,"NFL","Atlanta Falcons",4,12,0,"3rd of 4",NA,353,443,-90,"Smith","Ryan","Ryan","Jackson","Douglas",20,14,27,27,24,25,26,32,-5.6,2.9,-2.8,1.2,-3.9
"62","2",2012,"NFL","Atlanta Falcons*",13,3,0,"1st of 4","Lost Conf",419,299,120,"Smith","Ryan","Ryan","Turner","White",7,8,5,24,5,5,14,32,7.5,-1.1,6.4,2,4.5
"63","2",2011,"NFL","Atlanta Falcons*",10,6,0,"2nd of 4","Lost WC",402,350,52,"Smith","Ryan","Ryan","Turner","White",7,10,18,12,5,10,7,32,3.3,0.3,3.5,1.8,1.7
"64","2",2010,"NFL","Atlanta Falcons*",13,3,0,"1st of 4","Lost Div",414,288,126,"Smith","Abraham","Ryan","Turner","White",5,16,5,16,3,4,14,32,7.9,-1.8,6.1,3.8,2.2
"65","2",2009,"NFL","Atlanta Falcons",9,7,0,"2nd of 4",NA,363,325,38,"Smith","White","Ryan","Turner","White",13,16,14,21,11,15,19,32,2.4,2.7,5,2.7,2.3
"66","2",2008,"NFL","Atlanta Falcons*",11,5,0,"2nd of 4","Lost WC",391,325,66,"Smith","White","Ryan","Turner","White",10,6,11,24,21,11,19,32,4.1,-0.3,3.8,1.3,2.5
"67","2",2007,"NFL","Atlanta Falcons",4,12,0,"4th of 4",NA,259,414,-155,"Petrino,Thomas","White","Harrington","Dunn","White",29,23,29,29,10,30,27,32,-9.7,-0.9,-10.6,-5.8,-4.8
"68","2",2006,"NFL","Atlanta Falcons",7,9,0,"3rd of 4",NA,292,328,-36,"Mora","Vick","Vick","Dunn","Crumpler",25,12,15,22,8,21,16,32,-2.3,-0.8,-3,-2.8,-0.2
"69","2",2005,"NFL","Atlanta Falcons",8,8,0,"3rd of 4",NA,351,341,10,"Mora","Dunn","Vick","Dunn","Crumpler",14,12,18,22,17,16,20,32,0.6,-1.9,-1.2,1.1,-2.3
"70","2",2004,"NFL","Atlanta Falcons*",11,5,0,"1st of 4","Lost Conf",340,337,3,"Mora","Vick","Vick","Dunn","Crumpler",16,20,14,14,17,14,17,32,0.2,-2.4,-2.2,-1.8,-0.4
"71","2",2003,"NFL","Atlanta Falcons",5,11,0,"4th of 4",NA,299,422,-123,"Reeves,Phillips","Brooking","Johnson","Duckett","Price",20,29,30,32,14,28,31,32,-7.7,0.3,-7.4,-2,-5.4
"72","2",2002,"NFL","Atlanta Falcons*",9,6,1,"2nd of 4","Lost Div",402,314,88,"Reeves","Vick","Vick","Dunn","Finneran",5,14,8,19,5,4,16,32,5.5,-0.4,5.1,3.5,1.5
"73","2",2001,"NFL","Atlanta Falcons",7,9,0,"4th of 5",NA,291,377,-86,"Reeves","Chandler","Chandler","Smith","Mathis",23,15,24,30,13,26,28,31,-5.4,0.7,-4.7,-2.7,-2
"74","2",2000,"NFL","Atlanta Falcons",4,12,0,"5th of 5",NA,252,413,-161,"Reeves","Anderson","Chandler","Anderson","Jefferson",27,30,26,25,23,27,29,31,-10.1,1.5,-8.6,-5.7,-2.9
"75","2",1999,"NFL","Atlanta Falcons",5,11,0,"3rd of 5",NA,285,380,-95,"Reeves","Mathis","Chandler","Oxendine","Mathis",23,27,25,16,31,26,28,31,-5.9,-1.1,-7.1,-4,-3
"76","2",1998,"NFL","Atlanta Falcons*",14,2,0,"1st of 5","Lost SB",442,289,153,"Reeves","Anderson","Chandler","Anderson","Martin",4,7,4,8,1,3,7,30,9.6,0.4,10,7,3
"77","2",1997,"NFL","Atlanta Falcons",7,9,0,"3rd of 5",NA,320,361,-41,"Reeves","Smith","Chandler","Anderson","Emanuel",18,23,21,20,11,19,23,30,-2.6,-1.6,-4.2,-1.2,-2.9
"78","2",1996,"NFL","Atlanta Falcons",3,13,0,"4th of 5",NA,309,461,-152,"Jones","Anderson","Hebert","Anderson","Emanuel",19,17,30,29,29,29,26,30,-9.5,0.4,-9.1,-0.2,-8.9
"79","2",1995,"NFL","Atlanta Falcons*",9,7,0,"2nd of 5","Lost WC",362,349,13,"Jones","Metcalf","George","Heyward","Metcalf",11,10,19,29,4,15,23,30,0.8,-0.7,0.1,0.9,-0.9
"80","2",1994,"NFL","Atlanta Falcons",7,9,0,"3rd of 4",NA,317,385,-68,"Jones","George","George","Heyward","Mathis",15,7,24,27,18,23,22,28,-4.3,0,-4.3,-1.2,-3.1
"81","2",1993,"NFL","Atlanta Falcons",6,10,0,"3rd of 4",NA,316,385,-69,"Glanville","Sanders","Hebert","Pegram","Rison",12,11,28,25,28,23,21,28,-4.3,-0.1,-4.4,0.8,-5.2
"82","2",1992,"NFL","Atlanta Falcons",6,10,0,"3rd of 4",NA,327,414,-87,"Glanville","Sanders","Miller","Broussard","Rison",11,10,28,28,23,22,22,28,-5.4,1.4,-4.1,2.3,-6.4
"83","2",1991,"NFL","Atlanta Falcons*",10,6,0,"2nd of 4","Lost Div",361,338,23,"Glanville","Sanders","Miller","Broussard","Haynes",5,8,20,24,14,12,15,28,1.4,2,3.4,4.7,-1.3
"84","2",1990,"NFL","Atlanta Falcons",5,11,0,"4th of 4",NA,348,365,-17,"Glanville","Rison","Miller","Rozier","Rison",10,10,21,19,18,17,17,28,-1.1,-1.1,-2.1,0.9,-3.1
"85","2",1989,"NFL","Atlanta Falcons",3,13,0,"4th of 4",NA,279,437,-158,"Campbell,Hanifan","Miller","Miller","Settle","Collins",22,24,28,28,5,26,27,28,-9.9,0.8,-9.1,-3.2,-5.9
"86","2",1988,"NFL","Atlanta Falcons",5,11,0,"4th of 4",NA,244,315,-71,"Campbell","Case","Miller","Settle","Settle",25,25,11,25,12,22,27,28,-4.4,-0.1,-4.5,-5,0.5
"87","2",1987,"NFL","Atlanta Falcons",3,12,0,"4th of 4",NA,205,436,-231,"Campbell","Fralic","Campbell","Riggs","Dixon",28,28,28,28,28,28,28,28,-15.4,1.6,-13.8,-7.9,-5.9
"88","2",1986,"NFL","Atlanta Falcons",7,8,1,"3rd of 4",NA,280,280,0,"Henning","Fralic","Archer","Riggs","Brown",21,17,6,7,12,16,11,28,0,-0.5,-0.5,-2.8,2.3
"89","2",1985,"NFL","Atlanta Falcons",4,12,0,"4th of 4",NA,282,452,-170,"Henning","Riggs","Archer","Riggs","Johnson",26,20,28,25,9,27,23,28,-10.6,1.7,-8.9,-2.1,-6.8
"90","2",1984,"NFL","Atlanta Falcons",4,12,0,"4th of 4",NA,281,382,-101,"Henning","Riggs","Bartkowski","Riggs","Bailey",22,19,22,15,23,23,19,28,-6.3,-0.3,-6.6,-3.7,-2.9
"91","2",1983,"NFL","Atlanta Falcons",7,9,0,"4th of 4",NA,370,389,-19,"Henning","Andrews","Bartkowski","Andrews","Bailey",10,8,23,25,14,18,18,28,-1.2,2,0.9,2.9,-2.1
"92","2",1982,"NFL","Atlanta Falcons*",5,4,0,"1st of 4","Lost WC",183,199,-16,"Bennett","Andrews","Bartkowski","Andrews","Andrews",14,9,21,14,7,18,11,28,-1.8,-2,-3.8,-0.5,-3.3
"93","2",1981,"NFL","Atlanta Falcons",7,9,0,"2nd of 4",NA,426,355,71,"Bennett","Andrews","Bartkowski","Andrews","Jenkins",2,7,18,14,9,7,13,28,4.4,-0.5,4,6.5,-2.6
"94","2",1980,"NFL","Atlanta Falcons*",12,4,0,"1st of 4","Lost Div",405,272,133,"Bennett","Andrews","Bartkowski","Andrews","Jenkins",5,3,5,16,1,4,9,28,8.3,-0.5,7.8,4.5,3.4
"95","2",1979,"NFL","Atlanta Falcons",6,10,0,"3rd of 4",NA,300,388,-88,"Bennett","Van Note","Bartkowski","Andrews","Francis",19,17,26,25,20,26,23,28,-5.5,-1.1,-6.6,-1.9,-4.7
"96","2",1978,"NFL","Atlanta Falcons*",9,7,0,"2nd of 4","Lost Div",240,290,-50,"Bennett","Brezina","Bartkowski","Bean","Francis",26,26,14,5,19,24,21,28,-3.1,-1.5,-4.6,-3.7,-0.9
"97","2",1977,"NFL","Atlanta Falcons",7,7,0,"2nd of 4",NA,179,129,50,"Bennett","Lawrence","Hunter","Stanback","Jenkins",25,25,1,2,1,9,16,28,3.6,-3.1,0.5,-6.1,6.6
"98","2",1976,"NFL","Atlanta Falcons",4,10,0,"3rd of 5",NA,172,312,-140,"Peppler,Campbell","Lawrence","Bartkowski","Bean","Jenkins",24,27,22,20,18,25,27,28,-10,-0.3,-10.3,-6.7,-3.5
"99","2",1975,"NFL","Atlanta Falcons",4,10,0,"3rd of 4",NA,240,289,-49,"Campbell","Zook","Bartkowski","Hampton","Jenkins",19,20,15,22,19,15,20,26,-3.5,0,-3.5,-2.7,-0.8
"100","2",1974,"NFL","Atlanta Falcons",3,11,0,"4th of 4",NA,111,271,-160,"Van Brocklin,Campbell","Humphrey","Lee","Hampton","Burrow",26,26,16,15,26,26,26,26,-11.4,-0.9,-12.3,-9.7,-2.6
"101","2",1973,"NFL","Atlanta Falcons",9,5,0,"2nd of 4",NA,318,224,94,"Van Brocklin","Humphrey","Lee","Hampton","Burrow",7,15,9,6,9,8,7,26,6.7,-0.9,5.9,2.3,3.5
"102","2",1972,"NFL","Atlanta Falcons",7,7,0,"2nd of 4",NA,269,274,-5,"Van Brocklin","Malone","Berry","Hampton","Malone",16,16,14,7,15,16,13,26,-0.4,-1.6,-1.9,-2.3,0.4
"103","2",1971,"NFL","Atlanta Falcons",7,6,1,"3rd of 4",NA,274,277,-3,"Van Brocklin","Kunz","Berry","Butler","Burrow",13,15,13,8,11,13,12,26,-0.2,1.5,1.3,0.3,1
"104","2",1970,"NFL","Atlanta Falcons",4,8,2,"3rd of 4",NA,206,261,-55,"Van Brocklin","Nobis","Berry","Butler","Mitchell",22,23,10,11,16,19,22,26,-3.9,1.6,-2.3,-3.5,1.2
"105","3",2021,"NFL","Buffalo Bills*",11,6,0,"1st of 4","Lost Div",483,289,194,"McDermott","Allen","Allen","Singletary","Diggs",3,5,1,1,7,1,1,32,11.4,-1.6,9.8,5,4.8
"106","3",2020,"NFL","Buffalo Bills*",13,3,0,"1st of 4","Lost Conf",501,375,126,"McDermott","Allen","Allen","Singletary","Diggs",2,2,16,14,10,5,8,32,7.9,-0.2,7.7,7.1,0.6
"107","3",2019,"NFL","Buffalo Bills*",10,6,0,"2nd of 4","Lost WC",314,259,55,"McDermott","White","Allen","Singletary","Brown",23,24,2,3,10,10,9,32,3.4,-1.3,2.2,-3.5,5.7
"108","3",2018,"NFL","Buffalo Bills",6,10,0,"3rd of 4",NA,269,374,-105,"McDermott","Williams","Allen","Allen","Jones",30,30,18,2,23,28,18,32,-6.6,-0.3,-6.9,-6.3,-0.6
"109","3",2017,"NFL","Buffalo Bills*",9,7,0,"2nd of 4","Lost WC",302,359,-57,"McDermott","Taylor","Taylor","McCoy","Clay",22,29,18,26,7,21,29,32,-3.6,-0.5,-4,-3,-1
"110","3",2016,"NFL","Buffalo Bills",7,9,0,"3rd of 4",NA,399,378,21,"Ryan,Lynn","Taylor","Taylor","McCoy","Woods",10,16,16,19,7,14,20,32,1.3,-1.6,-0.3,1.8,-2.2
"111","3",2015,"NFL","Buffalo Bills",8,8,0,"3rd of 4",NA,379,359,20,"Ryan","Taylor","Taylor","McCoy","Watkins",12,13,15,19,8,13,14,32,1.3,-1.2,0,0.3,-0.2
"112","3",2014,"NFL","Buffalo Bills",9,7,0,"2nd of 4",NA,343,289,54,"Marrone","Williams","Orton","Jackson","Watkins",18,26,4,4,6,12,14,32,3.4,1.6,4.9,-0.4,5.3
"113","3",2013,"NFL","Buffalo Bills",6,10,0,"4th of 4",NA,339,388,-49,"Marrone","Williams","Manuel","Spiller","Chandler",22,19,20,10,12,22,16,32,-3.1,-0.1,-3.2,-1.3,-1.9
"114","3",2012,"NFL","Buffalo Bills",6,10,0,"4th of 4",NA,344,435,-91,"Gailey","Spiller","Fitzpatrick","Spiller","Johnson",21,19,26,22,27,25,22,32,-5.7,-1,-6.7,-0.9,-5.8
"115","3",2011,"NFL","Buffalo Bills",6,10,0,"4th of 4",NA,372,434,-62,"Gailey","Fitzpatrick","Fitzpatrick","Jackson","Johnson",14,14,30,26,13,22,19,32,-3.9,0.5,-3.4,1.2,-4.5
"116","3",2010,"NFL","Buffalo Bills",4,12,0,"4th of 4",NA,283,425,-142,"Gailey","Williams","Fitzpatrick","Jackson","Johnson",28,25,28,24,32,30,27,32,-8.9,4.3,-4.6,-1.5,-3.1
"117","3",2009,"NFL","Buffalo Bills",6,10,0,"4th of 4",NA,258,326,-68,"Jauron,Fewell","Schobel","Fitzpatrick","Jackson","Owens",28,30,16,19,11,23,26,32,-4.3,2.4,-1.8,-4.5,2.7
"118","3",2008,"NFL","Buffalo Bills",7,9,0,"4th of 4",NA,336,342,-6,"Jauron","Peters","Edwards","Lynch","Evans",23,25,14,14,27,20,24,32,-0.4,-3,-3.3,-2.8,-0.6
"119","3",2007,"NFL","Buffalo Bills",7,9,0,"2nd of 4",NA,252,354,-102,"Jauron","Schobel","Edwards","Lynch","Evans",30,30,18,31,6,25,31,32,-6.4,2.3,-4.1,-5.6,1.5
"120","3",2006,"NFL","Buffalo Bills",7,9,0,"3rd of 4",NA,300,311,-11,"Jauron","Schobel","Losman","McGahee","Evans",23,30,10,18,23,17,30,32,-0.7,2.9,2.2,-0.2,2.4
"121","3",2005,"NFL","Buffalo Bills",5,11,0,"3rd of 4",NA,271,367,-96,"Mularkey","McGee","Holcomb","McGahee","Moulds",24,28,24,29,13,27,30,32,-6,0.2,-5.8,-4,-1.8
"122","3",2004,"NFL","Buffalo Bills",9,7,0,"3rd of 4",NA,395,284,111,"Mularkey","Spikes","Bledsoe","McGahee","Moulds",7,25,8,2,7,6,10,32,6.9,1.1,8.1,4.6,3.5
"123","3",2003,"NFL","Buffalo Bills",6,10,0,"3rd of 4",NA,243,279,-36,"Williams","Spikes","Bledsoe","Henry","Moulds",30,30,5,2,31,20,17,32,-2.3,1.3,-1,-5,4
"124","3",2002,"NFL","Buffalo Bills",8,8,0,"4th of 4",NA,379,397,-18,"Williams","Bledsoe","Bledsoe","Henry","Moulds",11,11,27,15,28,20,13,32,-1.1,0.9,-0.3,2.1,-2.3
