"","id","Year","Lg","Tm","W","L","T","Div. Finish","Playoffs","PF","PA","PD","Coaches","AV","Passer","Rusher","Receiver","Pts...17","Yds...18","Pts...19","Yds...20","T/G","Pts±","Yds±","out of","MoV","SoS","SRS","OSRS","DSRS"
"285","6",1997,"NFL","Dallas Cowboys",6,10,0,"4th of 5",NA,304,314,-10,"Switzer","Sanders","Aikman","Smith","Irvin",22,20,13,2,22,17,8,30,-0.6,-0.1,-0.8,-1.7,1
"286","6",1996,"NFL","Dallas Cowboys*",10,6,0,"1st of 5","Lost Div",286,250,36,"Switzer","Sanders","Aikman","Smith","Irvin",25,24,3,3,9,10,10,30,2.3,0.1,2.4,-2.9,5.3
"287","6",1995,"NFL","Dallas Cowboys*",12,4,0,"1st of 5","Won SB",435,291,144,"Switzer","Smith","Aikman","Smith","Irvin",3,5,3,9,11,2,4,30,9,0.7,9.7,6.2,3.5
"288","6",1994,"NFL","Dallas Cowboys*",12,4,0,"1st of 5","Lost Conf",414,248,166,"Switzer","Smith","Aikman","Smith","Irvin",2,8,3,1,8,2,3,28,10.4,-0.3,10.1,5.6,4.5
"289","6",1993,"NFL","Dallas Cowboys*",12,4,0,"1st of 5","Won SB",376,229,147,"Johnson","Smith","Aikman","Smith","Irvin",2,4,2,10,8,2,2,28,9.2,0.4,9.6,4.9,4.7
"290","6",1992,"NFL","Dallas Cowboys*",13,3,0,"1st of 5","Won SB",409,243,166,"Johnson","Smith","Aikman","Smith","Irvin",2,4,5,1,7,2,1,28,10.4,-0.4,10,6.4,3.6
"291","6",1991,"NFL","Dallas Cowboys*",11,5,0,"2nd of 5","Lost Div",342,310,32,"Johnson","Irvin","Aikman","Smith","Irvin",7,9,17,17,14,10,13,28,2,2.4,4.4,3.7,0.8
"292","6",1990,"NFL","Dallas Cowboys",7,9,0,"4th of 5",NA,244,308,-64,"Johnson","Stubbs","Aikman","Smith","Martin",26,28,15,10,16,21,20,28,-4,0.3,-3.7,-4.8,1.1
"293","6",1989,"NFL","Dallas Cowboys",1,15,0,"5th of 5",NA,204,393,-189,"Johnson","Lockhart","Aikman","Palmer","Martin",28,27,24,20,28,28,26,28,-11.8,1.4,-10.4,-7.6,-2.8
"294","6",1988,"NFL","Dallas Cowboys",3,13,0,"5th of 5",NA,265,381,-116,"Landry","Walker","Pelluer","Walker","Alexander",21,9,25,20,27,28,11,28,-7.3,1.2,-6.1,-3.8,-2.3
"295","6",1987,"NFL","Dallas Cowboys",7,8,0,"2nd of 5",NA,340,348,-8,"Landry","Walker","White","Walker","Walker",11,11,18,20,13,15,13,28,-0.5,-1.5,-2,-0.2,-1.8
"296","6",1986,"NFL","Dallas Cowboys",7,9,0,"3rd of 5",NA,346,337,9,"Landry","Walker","Pelluer","Dorsett","Walker",14,6,18,10,18,14,7,28,0.6,1.5,2.1,3,-0.9
"297","6",1985,"NFL","Dallas Cowboys*",10,6,0,"1st of 5","Lost Div",357,333,24,"Landry","White","White","Dorsett","Hill",11,8,14,20,5,12,15,28,1.5,-1.3,0.2,0.6,-0.3
"298","6",1984,"NFL","Dallas Cowboys",9,7,0,"4th of 5",NA,308,308,0,"Landry","White","Hogeboom","Dorsett","Hill",18,11,9,7,12,13,8,28,0,1,1,-1.4,2.4
"299","6",1983,"NFL","Dallas Cowboys*",12,4,0,"2nd of 5","Lost WC",479,360,119,"Landry","White","White","Dorsett","Hill",2,5,20,17,7,4,6,28,7.4,1.1,8.5,8.6,-0.1
"300","6",1982,"NFL","Dallas Cowboys*",6,3,0,"2nd of 5","Lost Conf",226,145,81,"Landry","Jones","White","Dorsett","Hill",5,5,3,11,16,1,5,28,9,-0.8,8.2,5.2,3
"301","6",1981,"NFL","Dallas Cowboys*",12,4,0,"1st of 5","Lost Conf",367,277,90,"Landry","White","White","Dorsett","Hill",6,5,7,20,2,4,11,28,5.6,0.5,6.1,2.9,3.2
"302","6",1980,"NFL","Dallas Cowboys*",12,4,0,"2nd of 5","Lost Conf",454,311,143,"Landry","Scott","White","Dorsett","Hill",1,9,13,17,6,2,10,28,8.9,-1,8,7.8,0.1
"303","6",1979,"NFL","Dallas Cowboys*",11,5,0,"1st of 5","Lost Div",371,313,58,"Landry","Staubach","Staubach","Dorsett","Hill",5,2,12,8,25,5,2,28,3.6,-0.3,3.3,3,0.3
"304","6",1978,"NFL","Dallas Cowboys*",12,4,0,"1st of 5","Lost SB",384,208,176,"Landry","Staubach","Staubach","Dorsett","Hill",1,2,3,2,11,1,1,28,11,0,11,5.8,5.2
"305","6",1977,"NFL","Dallas Cowboys*",12,2,0,"1st of 5","Won SB",345,212,133,"Landry","Staubach","Staubach","Dorsett","Pearson",2,1,8,1,6,2,1,28,9.5,-1.7,7.8,7.6,0.2
"306","6",1976,"NFL","Dallas Cowboys*",11,3,0,"1st of 5","Lost Div",296,194,102,"Landry","Staubach","Staubach","Dennison","Pearson",10,4,5,7,16,9,4,28,7.3,-2.8,4.5,0.5,4
"307","6",1975,"NFL","Dallas Cowboys*",10,4,0,"2nd of 5","Lost SB",350,268,82,"Landry","Staubach","Staubach","Newhouse","Pearson",8,3,9,5,6,8,3,26,5.9,-1.7,4.1,4,0.1
"308","6",1974,"NFL","Dallas Cowboys",8,6,0,"3rd of 5",NA,297,235,62,"Landry","Staubach","Staubach","Hill","Pearson",8,1,10,4,19,8,1,26,4.4,1.5,5.9,4,1.9
"309","6",1973,"NFL","Dallas Cowboys*",10,4,0,"1st of 5","Lost Conf",382,203,179,"Landry","Hill","Staubach","Hill","DuPree",2,4,7,5,3,3,3,26,12.8,0,12.8,6.8,6
"310","6",1972,"NFL","Dallas Cowboys*",10,4,0,"2nd of 5","Lost Conf",319,240,79,"Landry","Wright","Morton","Hill","Sellers",10,6,6,6,18,7,4,26,5.6,0.5,6.1,3.4,2.7
"311","6",1971,"NFL","Dallas Cowboys*",11,3,0,"1st of 5","Won SB",406,222,184,"Landry","Wright","Staubach","Thomas","Hayes",1,1,7,3,2,1,1,26,13.1,-3.3,9.9,8.3,1.6
"312","6",1970,"NFL","Dallas Cowboys*",10,4,0,"1st of 5","Lost SB",299,221,78,"Landry","Howley","Morton","Thomas","Hayes",10,4,4,4,6,7,2,26,5.6,1.4,7,2.5,4.5
"313","7",2021,"NFL","Denver Broncos",7,10,0,"4th of 4",NA,335,322,13,"Fangio","Simmons","Bridgewater","Gordon","Sutton",23,19,3,8,15,17,17,32,0.8,-1.3,-0.5,-4.7,4.2
"314","7",2020,"NFL","Denver Broncos",5,11,0,"4th of 4",NA,323,446,-123,"Fangio","Bolles","Lock","Gordon","Jeudy",28,23,25,21,32,29,26,32,-7.7,1.7,-6,-4.3,-1.7
"315","7",2019,"NFL","Denver Broncos",7,9,0,"2nd of 4",NA,282,316,-34,"Fangio","Simmons","Flacco","Lindsay","Sutton",28,28,10,12,13,21,25,32,-2.1,0,-2.1,-4.8,2.7
"316","7",2018,"NFL","Denver Broncos",6,10,0,"3rd of 4",NA,329,349,-20,"Joseph","Miller","Keenum","Lindsay","Sanders",24,19,13,22,8,18,23,32,-1.3,0.7,-0.5,-3.6,3.1
"317","7",2017,"NFL","Denver Broncos",5,11,0,"4th of 4",NA,289,382,-93,"Joseph","Miller","Siemian","Anderson","Thomas",27,17,22,3,31,27,8,32,-5.8,-0.9,-6.7,-3.9,-2.9
"318","7",2016,"NFL","Denver Broncos",9,7,0,"3rd of 4",NA,333,297,36,"Kubiak","Miller","Siemian","Booker","Thomas",22,27,4,4,13,9,14,32,2.3,1.8,4,-2,6.1
"319","7",2015,"NFL","Denver Broncos*",12,4,0,"1st of 4","Won SB",355,296,59,"Kubiak","Miller","Manning","Hillman","Thomas",19,16,4,1,19,10,3,32,3.7,2.1,5.8,0.3,5.5
"320","7",2014,"NFL","Denver Broncos*",12,4,0,"1st of 4","Lost Div",482,354,128,"Fox","Thomas","Manning","Anderson","Thomas",2,4,16,3,11,4,2,32,8,1.6,9.6,9.2,0.4
"321","7",2013,"NFL","Denver Broncos*",13,3,0,"1st of 4","Lost SB",606,399,207,"Fox","Vasquez","Manning","Moreno","Thomas",1,1,22,19,14,1,1,32,12.9,-1.6,11.4,14.1,-2.7
"322","7",2012,"NFL","Denver Broncos*",13,3,0,"1st of 4","Lost Div",481,289,192,"Fox","Miller","Manning","McGahee","Thomas",2,4,4,2,17,2,1,32,12,-1.9,10.1,6.3,3.8
"323","7",2011,"NFL","Denver Broncos*",8,8,0,"1st of 4","Lost Div",309,390,-81,"Fox","Miller","Tebow","McGahee","Decker",25,23,24,20,26,25,27,32,-5.1,-0.2,-5.3,-3.6,-1.7
"324","7",2010,"NFL","Denver Broncos",4,12,0,"4th of 4",NA,344,471,-127,"McDaniels,Studesville","Lloyd","Orton","Moreno","Lloyd",19,13,32,32,27,29,25,32,-7.9,-1,-8.9,-1.1,-7.8
"325","7",2009,"NFL","Denver Broncos",8,8,0,"2nd of 4",NA,326,324,2,"McDaniels","Dumervil","Orton","Moreno","Marshall",20,15,12,7,7,18,13,32,0.1,0.2,0.3,-1,1.3
"326","7",2008,"NFL","Denver Broncos",8,8,0,"2nd of 4",NA,370,448,-78,"Shanahan","Cutler","Cutler","Hillis","Marshall",16,2,30,29,31,25,14,32,-4.9,-0.9,-5.8,0.7,-6.5
"327","7",2007,"NFL","Denver Broncos",7,9,0,"2nd of 4",NA,320,409,-89,"Shanahan","Bailey","Cutler","Young","Marshall",21,11,28,19,13,23,15,32,-5.6,1.6,-3.9,-0.2,-3.8
"328","7",2006,"NFL","Denver Broncos",9,7,0,"3rd of 4",NA,319,305,14,"Shanahan","Bailey","Plummer","Bell","Walker",17,21,8,14,17,14,20,32,0.9,0.4,1.3,-0.8,2.1
"329","7",2005,"NFL","Denver Broncos*",13,3,0,"1st of 4","Lost Conf",395,258,137,"Shanahan","Bailey","Plummer","Anderson","Smith",7,5,3,15,2,3,5,32,8.6,2.2,10.8,5,5.8
"330","7",2004,"NFL","Denver Broncos*",10,6,0,"2nd of 4","Lost WC",381,304,77,"Shanahan","Bailey","Plummer","Droughns","Smith",9,5,9,4,24,7,1,32,4.8,1,5.9,1.6,4.3
"331","7",2003,"NFL","Denver Broncos*",10,6,0,"2nd of 4","Lost WC",381,301,80,"Shanahan","Nalen","Plummer","Portis","Smith",10,7,9,4,22,9,1,32,5,0.5,5.5,2.4,3.1
"332","7",2002,"NFL","Denver Broncos",9,7,0,"2nd of 4",NA,392,344,48,"Shanahan","Portis","Griese","Portis","Smith",7,3,15,6,21,8,1,32,3,1.9,4.9,3,1.9
"333","7",2001,"NFL","Denver Broncos",8,8,0,"3rd of 5",NA,340,339,1,"Shanahan","Smith","Griese","Davis","Smith",10,22,21,8,6,15,14,31,0.1,-0.5,-0.5,0.5,-1
"334","7",2000,"NFL","Denver Broncos*",11,5,0,"2nd of 5","Lost WC",485,369,116,"Shanahan","Smith","Griese","Anderson","Smith",2,2,23,24,2,5,5,31,7.3,-2.2,5,7.8,-2.7
"335","7",1999,"NFL","Denver Broncos",6,10,0,"5th of 5",NA,314,318,-4,"Shanahan","Pryce","Griese","Gary","Smith",18,14,11,7,15,20,7,31,-0.3,3.6,3.4,1,2.4
"336","7",1998,"NFL","Denver Broncos*",14,2,0,"1st of 5","Won SB",501,309,192,"Shanahan","Davis","Elway","Davis","Smith",2,3,8,11,5,2,3,30,12,-3.1,8.9,9.5,-0.6
"337","7",1997,"NFL","Denver Broncos*",12,4,0,"2nd of 5","Won SB",472,287,185,"Shanahan","Davis","Elway","Davis","Smith",1,1,6,5,4,1,1,30,11.6,-0.9,10.7,8.1,2.6
"338","7",1996,"NFL","Denver Broncos*",13,3,0,"1st of 5","Lost Div",391,275,116,"Shanahan","Williams","Elway","Davis","Sharpe",4,1,7,4,16,4,2,30,7.3,0.3,7.6,3.7,3.9
"339","7",1995,"NFL","Denver Broncos",8,8,0,"4th of 5",NA,388,345,43,"Shanahan","Elway","Elway","Davis","Miller",9,3,17,15,30,8,3,30,2.7,0.4,3.1,3.3,-0.2
"340","7",1994,"NFL","Denver Broncos",7,9,0,"4th of 5",NA,347,396,-49,"Phillips","Elway","Elway","Russell","Miller",10,6,25,28,22,20,19,28,-3.1,-0.3,-3.3,1.3,-4.6
"341","7",1993,"NFL","Denver Broncos*",9,7,0,"3rd of 5","Lost WC",373,284,89,"Phillips","Elway","Elway","Bernstine","Sharpe",3,5,10,19,11,4,9,28,5.6,-0.5,5,4.6,0.4
"342","7",1992,"NFL","Denver Broncos",8,8,0,"3rd of 5",NA,262,329,-67,"Reeves","Atwater","Elway","Green","Jackson",22,21,19,22,25,19,24,28,-4.2,0.8,-3.4,-1.4,-1.9
"343","7",1991,"NFL","Denver Broncos*",12,4,0,"1st of 5","Lost Conf",304,235,69,"Reeves","Atwater","Elway","Green","Young",12,12,3,5,6,7,8,28,4.3,-0.9,3.4,0.3,3.1
"344","7",1990,"NFL","Denver Broncos",5,11,0,"5th of 5",NA,331,374,-43,"Reeves","Elway","Elway","Humphrey","Jackson",16,8,23,20,24,19,16,28,-2.7,1.9,-0.8,2.1,-2.9
"345","7",1989,"NFL","Denver Broncos*",11,5,0,"1st of 5","Lost SB",362,226,136,"Reeves","Mecklenburg","Elway","Humphrey","Johnson",8,15,1,3,3,2,7,28,8.5,0.8,9.3,3.7,5.7
"346","7",1988,"NFL","Denver Broncos",8,8,0,"2nd of 5",NA,327,352,-25,"Reeves","Elway","Elway","Dorsett","Johnson",15,8,20,22,21,15,12,28,-1.6,-1.8,-3.3,0.1,-3.4
"347","7",1987,"NFL","Denver Broncos*",10,4,1,"1st of 5","Lost SB",379,288,91,"Reeves","Mecklenburg","Elway","Winder","Johnson",4,2,7,9,4,5,5,28,6.1,-1.9,4.1,3.2,0.9
"348","7",1986,"NFL","Denver Broncos*",11,5,0,"1st of 5","Lost SB",378,327,51,"Reeves","Jones","Elway","Winder","Jackson",6,15,15,9,9,9,10,28,3.2,2,5.2,3.4,1.8
"349","7",1985,"NFL","Denver Broncos",11,5,0,"2nd of 5",NA,380,329,51,"Reeves","Jones","Elway","Winder","Watson",8,10,13,13,7,8,9,28,3.2,0.4,3.6,1.8,1.9
"350","7",1984,"NFL","Denver Broncos*",13,3,0,"1st of 5","Lost Div",353,241,112,"Reeves","Jones","Elway","Winder","Watson",11,22,2,25,2,5,24,28,7,0.7,7.7,1,6.7
"351","7",1983,"NFL","Denver Broncos*",9,7,0,"3rd of 5","Lost WC",302,327,-25,"Reeves","Gradishar","Elway","Winder","Watson",21,26,9,21,8,19,24,28,-1.6,-1.2,-2.8,-4.1,1.3
"352","7",1982,"NFL","Denver Broncos",2,7,0,"5th of 5",NA,148,226,-78,"Reeves","Gradishar","DeBerg","Willhite","Watson",20,15,25,24,28,26,24,28,-8.7,-1.1,-9.7,-6,-3.8
"353","7",1981,"NFL","Denver Broncos",10,6,0,"2nd of 5",NA,321,289,32,"Reeves","Swenson","Morton","Parros","Watson",17,14,9,6,8,15,7,28,2,-0.7,1.3,-1.6,2.9
"354","7",1980,"NFL","Denver Broncos",8,8,0,"4th of 5",NA,310,323,-13,"Miller","Thompson","Morton","Jensen","Moses",16,25,16,15,23,15,21,28,-0.8,1.3,0.5,-1.1,1.6
"355","7",1979,"NFL","Denver Broncos*",10,6,0,"2nd of 5","Lost WC",289,262,27,"Miller","Wright","Morton","Armstrong","Moses",20,12,5,10,16,12,8,28,1.7,2.4,4.1,-1.6,5.7
"356","7",1978,"NFL","Denver Broncos*",10,6,0,"1st of 5","Lost Div",282,198,84,"Miller","Wright","Morton","Perrin","Odoms",15,14,2,6,2,4,6,28,5.3,-0.2,5,-1.9,6.9
"357","7",1977,"NFL","Denver Broncos*",12,2,0,"1st of 5","Lost SB",274,148,126,"Miller","Gradishar","Morton","Armstrong","Moses",10,17,3,9,5,3,13,28,9,2.3,11.3,1.9,9.4
"358","7",1976,"NFL","Denver Broncos",9,5,0,"2nd of 5",NA,315,206,109,"Ralston","Armstrong","Ramsey","Armstrong","Moses",7,16,6,8,12,8,13,28,7.8,-0.8,6.9,2.5,4.4
"359","7",1975,"NFL","Denver Broncos",6,8,0,"2nd of 4",NA,254,307,-53,"Ralston","Gradishar","Ramsey","Keyworth","Odoms",17,10,18,9,24,16,8,26,-3.8,0.3,-3.4,-2.7,-0.7
"360","7",1974,"NFL","Denver Broncos",7,6,1,"2nd of 4",NA,302,294,8,"Ralston","Armstrong","Johnson","Armstrong","Odoms",7,5,22,21,9,13,11,26,0.6,0.1,0.6,3.4,-2.8
"361","7",1973,"NFL","Denver Broncos",7,5,2,"3rd of 4",NA,354,296,58,"Ralston","Little","Johnson","Little","Odoms",3,6,15,19,13,9,9,26,4.1,-1.2,2.9,5.4,-2.5
"362","7",1972,"NFL","Denver Broncos",5,9,0,"3rd of 4",NA,325,350,-25,"Ralston","Little","Johnson","Little","Sherman",9,5,21,9,23,18,6,26,-1.8,-0.1,-1.9,2.9,-4.7
"363","7",1971,"NFL","Denver Broncos",4,9,1,"4th of 4",NA,203,275,-72,"Smith,Saban","Little","Ramsey","Little","Simmons",24,11,11,10,12,18,9,26,-5.1,0.6,-4.5,-5.5,1
"364","7",1970,"NFL","Denver Broncos",5,8,1,"4th of 4",NA,253,264,-11,"Saban","Jackson","Liske","Little","Denson",18,18,12,7,21,16,11,26,-0.8,-1.8,-2.6,-2.5,-0.1
"365","8",2021,"NFL","Detroit Lions",3,13,1,"4th of 4",NA,325,467,-142,"Campbell","Goff","Goff","Swift","St. Brown",25,22,31,29,22,27,28,32,-8.4,0.6,-7.8,-3.5,-4.3
"366","8",2020,"NFL","Detroit Lions",5,11,0,"4th of 4",NA,377,519,-142,"Patricia,Bevell","Stafford","Stafford","Peterson","Jones",20,20,32,32,27,30,30,32,-8.9,1.2,-7.7,-1,-6.7
"367","8",2019,"NFL","Detroit Lions",3,12,1,"4th of 4",NA,341,423,-82,"Patricia","Golladay","Stafford","Johnson","Golladay",18,17,26,31,24,24,28,32,-5.1,-0.1,-5.2,-1.2,-4
"368","8",2018,"NFL","Detroit Lions",6,10,0,"4th of 4",NA,324,360,-36,"Patricia","Stafford","Stafford","Johnson","Golladay",25,24,16,10,23,21,21,32,-2.3,-0.8,-3,-3.3,0.3
"369","8",2017,"NFL","Detroit Lions",9,7,0,"2nd of 4",NA,410,376,34,"Caldwell","Stafford","Stafford","Abdullah","Jones",7,13,21,27,5,13,19,32,2.1,0.6,2.7,5.2,-2.5
"370","8",2016,"NFL","Detroit Lions*",9,7,0,"2nd of 4","Lost WC",346,358,-12,"Caldwell","Stafford","Stafford","Riddick","Tate",20,21,13,18,20,21,24,32,-0.8,-0.6,-1.4,-1.3,-0.1
"371","8",2015,"NFL","Detroit Lions",7,9,0,"3rd of 4",NA,358,400,-42,"Caldwell","Stafford","Stafford","Abdullah","Johnson",18,20,23,18,22,18,17,32,-2.6,2.4,-0.2,1,-1.3
"372","8",2014,"NFL","Detroit Lions*",11,5,0,"2nd of 4","Lost WC",321,282,39,"Caldwell","Suh","Stafford","Bell","Tate",22,19,3,2,6,13,5,32,2.4,-0.4,2.1,-3.2,5.2
"373","8",2013,"NFL","Detroit Lions",7,9,0,"3rd of 4",NA,395,376,19,"Schwartz","Suh","Stafford","Bush","Johnson",13,6,15,16,28,13,5,32,1.2,-2.8,-1.6,-1.2,-0.5
"374","8",2012,"NFL","Detroit Lions",4,12,0,"4th of 4",NA,372,437,-65,"Schwartz","Johnson","Stafford","Leshoure","Johnson",17,3,27,13,30,23,2,32,-4.1,1.8,-2.3,2.1,-4.4
"375","8",2011,"NFL","Detroit Lions*",10,6,0,"2nd of 4","Lost WC",474,387,87,"Schwartz","Stafford","Stafford","Best","Johnson",4,5,23,23,4,8,9,32,5.4,0.6,6.1,6.9,-0.8
"376","8",2010,"NFL","Detroit Lions",6,10,0,"3rd of 4",NA,362,369,-7,"Schwartz","Suh","Hill","Best","Johnson",15,17,19,21,11,17,20,32,-0.4,2.3,1.9,2.4,-0.5
"377","8",2009,"NFL","Detroit Lions",2,14,0,"4th of 4",NA,262,494,-232,"Schwartz","Johnson","Stafford","Smith","Johnson",27,26,32,32,32,31,29,32,-14.5,0.1,-14.4,-5.2,-9.2
"378","8",2008,"NFL","Detroit Lions",0,16,0,"4th of 4",NA,268,517,-249,"Marinelli","Johnson","Orlovsky","Smith","Johnson",27,30,32,32,28,32,32,32,-15.6,2.5,-13.1,-4,-9.1
"379","8",2007,"NFL","Detroit Lions",7,9,0,"3rd of 4",NA,346,444,-98,"Marinelli","Kitna","Kitna","Jones","McDonald",16,19,32,32,17,24,29,32,-6.1,2.6,-3.6,1.4,-5
"380","8",2006,"NFL","Detroit Lions",3,13,0,"4th of 4",NA,305,398,-93,"Marinelli","Kitna","Kitna","Jones","Williams",21,22,30,28,29,27,24,32,-5.8,-0.5,-6.4,-1.8,-4.6
"381","8",2005,"NFL","Detroit Lions",5,11,0,"3rd of 4",NA,254,345,-91,"Mariucci,Jauron","Rogers","Harrington","Jones","Williams",28,27,21,20,14,25,28,32,-5.7,-1,-6.7,-4.3,-2.4
"382","8",2004,"NFL","Detroit Lions",6,10,0,"3rd of 4",NA,296,350,-54,"Mariucci","Rogers","Harrington","Jones","Williams",24,24,18,22,14,23,27,32,-3.4,-1.8,-5.2,-3.8,-1.4
"383","8",2003,"NFL","Detroit Lions",5,11,0,"4th of 4",NA,270,379,-109,"Mariucci","Bly","Harrington","Bryson","Hakim",26,32,25,24,14,26,29,32,-6.8,1,-5.8,-4.3,-1.6
"384","8",2002,"NFL","Detroit Lions",3,13,0,"4th of 4",NA,306,451,-145,"Mornhinweg","Stewart","Harrington","Stewart","Schroeder",26,28,31,31,23,30,31,32,-9.1,-0.1,-9.2,-2.5,-6.7
"385","8",2001,"NFL","Detroit Lions",2,14,0,"5th of 5",NA,270,424,-154,"Mornhinweg","Morton","Batch","Stewart","Morton",26,16,30,26,30,29,27,31,-9.6,2.4,-7.2,-2,-5.2
"386","8",2000,"NFL","Detroit Lions",9,7,0,"4th of 5",NA,307,307,0,"Ross,Moeller","Boyd","Batch","Stewart","Morton",22,27,11,14,7,18,21,31,0,1.4,1.4,-0.1,1.5
"387","8",1999,"NFL","Detroit Lions*",8,8,0,"3rd of 5","Lost WC",322,323,-1,"Ross","Crowell","Frerotte","Hill","Crowell",15,21,14,18,6,17,25,31,-0.1,2,1.9,0.1,1.8
"388","8",1998,"NFL","Detroit Lions",5,11,0,"4th of 5",NA,306,378,-72,"Ross","Sanders","Batch","Sanders","Morton",20,14,24,15,20,22,14,30,-4.5,1.1,-3.4,-1.9,-1.5
"389","8",1997,"NFL","Detroit Lions*",9,7,0,"3rd of 5","Lost WC",379,306,73,"Ross","Sanders","Mitchell","Sanders","Moore",4,2,10,14,19,7,4,30,4.6,-0.6,4,3,0.9
"390","8",1996,"NFL","Detroit Lions",5,11,0,"5th of 5",NA,302,368,-66,"Fontes","Sanders","Mitchell","Sanders","Moore",21,20,22,20,24,22,20,30,-4.1,1.2,-2.9,-0.4,-2.5
"391","8",1995,"NFL","Detroit Lions*",10,6,0,"2nd of 5","Lost WC",436,336,100,"Fontes","Moore","Mitchell","Sanders","Moore",2,1,14,23,3,4,7,30,6.3,0.6,6.9,5.9,1
"392","8",1994,"NFL","Detroit Lions*",9,7,0,"3rd of 5","Lost WC",357,342,15,"Fontes","Sanders","Krieg","Sanders","Moore",6,15,19,24,15,11,18,28,0.9,1.4,2.4,2.8,-0.4
"393","8",1993,"NFL","Detroit Lions*",10,6,0,"1st of 5","Lost WC",298,292,6,"Fontes","Sanders","Peete","Sanders","Moore",16,24,15,6,11,13,16,28,0.4,-0.7,-0.3,-0.3,0
"394","8",1992,"NFL","Detroit Lions",5,11,0,"5th of 5",NA,273,332,-59,"Fontes","Sanders","Peete","Sanders","Moore",19,19,20,20,19,16,20,28,-3.7,1.8,-1.9,-0.7,-1.1
"395","8",1991,"NFL","Detroit Lions*",12,4,0,"1st of 5","Lost Conf",339,295,44,"Fontes","Sanders","Kramer","Sanders","Perriman",9,17,11,15,7,8,18,28,2.8,-1.8,1,0.9,0
"396","8",1990,"NFL","Detroit Lions",6,10,0,"3rd of 5",NA,373,413,-40,"Fontes","Sanders","Peete","Sanders","Clark",5,14,26,28,12,18,23,28,-2.5,0.9,-1.6,4.2,-5.9
"397","8",1989,"NFL","Detroit Lions",7,9,0,"3rd of 5",NA,312,364,-52,"Fontes","Sanders","Gagliano","Sanders","Johnson",19,18,19,18,24,20,20,28,-3.3,-0.2,-3.5,-1.7,-1.8
"398","8",1988,"NFL","Detroit Lions",4,12,0,"4th of 5",NA,220,313,-93,"Rogers,Fontes","Cofer","Hilger","James","Mandley",28,28,10,18,10,26,28,28,-5.8,1.8,-4,-5,1
"399","8",1987,"NFL","Detroit Lions",4,11,0,"5th of 5",NA,269,384,-115,"Rogers","Long","Long","Jones","Mandley",25,26,26,24,18,26,26,28,-7.7,-2.2,-9.9,-4.5,-5.4
"400","8",1986,"NFL","Detroit Lions",5,11,0,"3rd of 5",NA,277,326,-49,"Rogers","Jones","Hipple","Jones","Chadwick",22,24,13,15,11,20,23,28,-3.1,-1.2,-4.3,-3.8,-0.5
"401","8",1985,"NFL","Detroit Lions",7,9,0,"4th of 5",NA,307,366,-59,"Rogers","Hipple","Hipple","Jones","Thompson",19,28,19,18,19,21,25,28,-3.7,2,-1.7,-1.6,0
"402","8",1984,"NFL","Detroit Lions",4,11,1,"4th of 5",NA,283,408,-125,"Clark","English","Danielson","Sims","Thompson",21,12,23,17,24,24,16,28,-7.8,1.6,-6.3,-2.9,-3.4
"403","8",1983,"NFL","Detroit Lions*",9,7,0,"1st of 5","Lost Div",347,286,61,"Clark","English","Hipple","Sims","Thompson",15,18,2,11,16,6,17,28,3.8,-1.7,2.1,-1.2,3.3
"404","8",1982,"NFL","Detroit Lions*",4,5,0,"4th of 5","Lost WC",181,176,5,"Clark","English","Danielson","Sims","Sims",15,24,14,9,14,10,18,28,0.6,0.8,1.3,-0.4,1.7
"405","8",1981,"NFL","Detroit Lions",8,8,0,"2nd of 5",NA,397,322,75,"Clark","Sims","Hipple","Sims","Scott",4,3,13,4,19,6,2,28,4.7,0.6,5.3,4.8,0.5
"406","8",1980,"NFL","Detroit Lions",9,7,0,"2nd of 5",NA,334,272,62,"Clark","Baker","Danielson","Sims","Scott",11,7,5,3,11,7,5,28,3.9,-2.2,1.7,-0.8,2.5
"407","8",1979,"NFL","Detroit Lions",2,14,0,"5th of 5",NA,219,365,-146,"Clark","Baker","Komlo","Bussey","Scott",28,26,23,11,28,28,24,28,-9.1,-1.9,-11,-6.6,-4.4
"408","8",1978,"NFL","Detroit Lions",7,9,0,"3rd of 5",NA,290,300,-10,"Clark","Baker","Danielson","Bussey","Hill",13,21,19,7,6,11,14,28,-0.6,-1.2,-1.8,-0.1,-1.7
"409","8",1977,"NFL","Detroit Lions",6,8,0,"3rd of 5",NA,183,252,-69,"Hudspeth","Hunter","Landry","King","Hill",23,26,18,8,10,20,22,28,-4.9,-2.5,-7.4,-4.4,-3
"410","8",1976,"NFL","Detroit Lions",6,8,0,"3rd of 4",NA,262,220,42,"Hudspeth,Forzano","Barney","Landry","Bussey","Jarvis",16,14,10,3,8,12,8,28,3,-0.2,2.8,-0.6,3.4
"411","8",1975,"NFL","Detroit Lions",7,7,0,"2nd of 4",NA,245,262,-17,"Forzano","Barney","Reed","Bussey","Jarvis",18,18,8,8,10,13,14,26,-1.2,-0.7,-1.9,-3.2,1.3
"412","8",1974,"NFL","Detroit Lions",7,7,0,"2nd of 4",NA,256,270,-14,"Forzano","Jessie","Munson","Taylor","Jessie",14,19,15,20,7,16,22,26,-1,-0.6,-1.6,0.5,-2.1
