Season_End_Year,Squad,Comp,Team_or_Opponent,Num_Players,Age,Poss,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,Url
2018,Athletic Club,La Liga,team,26,26.7,49.7,38,418,3420,38,39,25,33,6,8,93,0,1.03,0.66,1.68,0.87,1.53,44.3,38.5,29.8,68.3,1.17,0.78,1.95,1.01,1.8,https://fbref.com/en/squads/2b390eca/2017-2018/Athletic-Club-Stats
2018,Athletic Club,La Liga,opponent,26,27,50.3,38,418,3420,38,46,33,43,3,6,106,8,1.21,0.87,2.08,1.13,2,46.4,41.8,30.3,72.2,1.22,0.8,2.02,1.1,1.9,https://fbref.com/en/squads/2b390eca/2017-2018/Athletic-Club-Stats
2018,Atlético Madrid,La Liga,team,26,26.6,47.3,38,418,3420,38,57,41,53,4,5,93,5,1.5,1.08,2.58,1.39,2.47,48,44.3,33.6,77.9,1.26,0.88,2.15,1.17,2.05,https://fbref.com/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats
2018,Atlético Madrid,La Liga,opponent,26,26.8,52.7,38,418,3420,38,22,17,21,1,4,98,0,0.58,0.45,1.03,0.55,1,36,32.9,25.3,58.2,0.95,0.66,1.61,0.87,1.53,https://fbref.com/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats
2018,Augsburg,Bundesliga,team,27,26.6,45.6,34,374,3060,34,41,30,37,4,4,NA,NA,1.21,0.88,2.09,1.09,1.97,44.8,41.8,31.1,72.9,1.32,0.91,2.23,1.23,2.14,https://fbref.com/en/squads/0cdc4311/2017-2018/Augsburg-Stats
2018,Augsburg,Bundesliga,opponent,27,25.7,54.4,34,374,3060,34,46,32,44,2,3,51,2,1.35,0.94,2.29,1.29,2.24,42.9,40.7,29.9,70.5,1.26,0.88,2.14,1.2,2.07,https://fbref.com/en/squads/0cdc4311/2017-2018/Augsburg-Stats
2018,Barcelona,La Liga,team,25,27.7,63.1,38,418,3420,38,96,74,93,3,5,67,2,2.53,1.95,4.47,2.45,4.39,81.1,77.9,60.5,138.5,2.13,1.59,3.73,2.05,3.64,https://fbref.com/en/squads/206d90db/2017-2018/Barcelona-Stats
2018,Barcelona,La Liga,opponent,25,26.7,36.9,38,418,3420,38,29,22,27,2,2,99,4,0.76,0.58,1.34,0.71,1.29,41.7,40.2,32.7,72.9,1.1,0.86,1.96,1.06,1.92,https://fbref.com/en/squads/206d90db/2017-2018/Barcelona-Stats
2018,Bayern Munich,Bundesliga,team,28,27.4,65.9,34,374,3060,34,90,72,84,6,8,NA,NA,2.65,2.12,4.76,2.47,4.59,77.7,71.8,56.2,128,2.29,1.65,3.94,2.11,3.77,https://fbref.com/en/squads/054efa67/2017-2018/Bayern-Munich-Stats
2018,Bayern Munich,Bundesliga,opponent,28,25.3,34.1,34,374,3060,34,25,18,24,1,4,49,2,0.74,0.53,1.26,0.71,1.24,33.6,30.4,21.4,51.8,0.99,0.63,1.62,0.89,1.52,https://fbref.com/en/squads/054efa67/2017-2018/Bayern-Munich-Stats
2018,Benevento,Serie A,team,41,26,47.7,38,418,3420,38,32,23,30,2,3,NA,NA,0.84,0.61,1.45,0.79,1.39,39.1,36.9,27.6,64.5,1.03,0.73,1.75,0.97,1.7,https://fbref.com/en/squads/4fcb34fd/2017-2018/Benevento-Stats
2018,Benevento,Serie A,opponent,41,27.1,52.3,38,418,3420,38,82,61,72,10,13,68,2,2.16,1.61,3.76,1.89,3.5,74.7,64.9,48.5,113.4,1.97,1.28,3.24,1.71,2.98,https://fbref.com/en/squads/4fcb34fd/2017-2018/Benevento-Stats
2018,Betis,La Liga,team,29,27.1,57.7,38,418,3420,38,56,43,54,2,3,90,3,1.47,1.13,2.61,1.42,2.55,41.8,39.8,31.8,71.6,1.1,0.84,1.94,1.05,1.88,https://fbref.com/en/squads/fc536746/2017-2018/Real-Betis-Stats
2018,Betis,La Liga,opponent,29,26.8,42.3,38,418,3420,38,57,45,54,3,4,96,4,1.5,1.18,2.68,1.42,2.61,49.6,46.4,37.1,83.6,1.31,0.98,2.28,1.22,2.2,https://fbref.com/en/squads/fc536746/2017-2018/Real-Betis-Stats
2018,Bologna,Serie A,team,30,26.8,47.2,38,418,3420,38,37,18,35,2,3,NA,NA,0.97,0.47,1.45,0.92,1.39,37.1,34.9,23.4,58.3,0.98,0.61,1.59,0.92,1.53,https://fbref.com/en/squads/1d8099f8/2017-2018/Bologna-Stats
2018,Bologna,Serie A,opponent,30,27.1,52.8,38,418,3420,38,49,36,46,3,4,67,3,1.29,0.95,2.24,1.21,2.16,53.7,50.7,38.8,89.5,1.41,1.02,2.44,1.33,2.36,https://fbref.com/en/squads/1d8099f8/2017-2018/Bologna-Stats
2018,Bordeaux,Ligue 1,team,31,25.1,50.5,38,418,3420,38,52,36,48,4,6,73,2,1.37,0.95,2.32,1.26,2.21,52.6,47.9,36.7,84.5,1.38,0.96,2.35,1.26,2.22,https://fbref.com/en/squads/123f3efe/2017-2018/Bordeaux-Stats
2018,Bordeaux,Ligue 1,opponent,31,25.8,49.5,38,418,3420,38,47,30,43,4,8,73,3,1.24,0.79,2.03,1.13,1.92,40.8,35.2,24.9,60.1,1.07,0.66,1.73,0.93,1.58,https://fbref.com/en/squads/123f3efe/2017-2018/Bordeaux-Stats
2018,Bournemouth,Premier League,team,22,26.9,47.8,38,418,3420,38,45,36,42,3,3,NA,NA,1.18,0.95,2.13,1.11,2.05,44.8,42.5,32.2,74.7,1.18,0.85,2.02,1.12,1.97,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats
2018,Bournemouth,Premier League,opponent,22,26.9,52.2,38,418,3420,38,60,44,58,2,3,73,1,1.58,1.16,2.74,1.53,2.68,61.4,59.3,43.7,103,1.62,1.15,2.77,1.56,2.71,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats
2018,Brighton,Premier League,team,24,27.5,43.7,38,418,3420,38,33,25,28,5,7,NA,NA,0.87,0.66,1.53,0.74,1.39,37.2,31.8,23,54.8,0.98,0.6,1.58,0.84,1.44,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats
2018,Brighton,Premier League,opponent,24,27,56.3,38,418,3420,38,49,36,48,1,3,30,2,1.29,0.95,2.24,1.26,2.21,52.6,50.3,34.5,84.9,1.38,0.91,2.29,1.32,2.23,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats
2018,Burnley,Premier League,team,24,27.5,43.9,38,418,3420,38,35,26,35,0,0,NA,NA,0.92,0.68,1.61,0.92,1.61,34.5,34.5,23.9,58.4,0.91,0.63,1.54,0.91,1.54,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats
2018,Burnley,Premier League,opponent,24,27,56.1,38,418,3420,38,38,29,35,3,5,45,6,1,0.76,1.76,0.92,1.68,51.8,48.3,37.6,85.8,1.36,0.99,2.35,1.27,2.26,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats
2018,Caen,Ligue 1,team,26,27.3,45.5,38,418,3420,38,25,19,20,5,8,68,4,0.66,0.5,1.16,0.53,1.03,42.2,36.2,28,64.2,1.11,0.74,1.85,0.95,1.69,https://fbref.com/en/squads/74229020/2017-2018/Caen-Stats
2018,Caen,Ligue 1,opponent,26,25.9,54.5,38,418,3420,38,48,31,43,5,5,73,2,1.26,0.82,2.08,1.13,1.95,48.7,44.9,34.5,79.4,1.28,0.91,2.19,1.18,2.09,https://fbref.com/en/squads/74229020/2017-2018/Caen-Stats
2018,Cagliari,Serie A,team,29,27.1,45.2,38,418,3420,38,33,21,29,4,7,NA,NA,0.87,0.55,1.42,0.76,1.32,40,34.7,25.3,59.9,1.05,0.67,1.72,0.91,1.58,https://fbref.com/en/squads/c4260e09/2017-2018/Cagliari-Stats
2018,Cagliari,Serie A,opponent,29,27.1,54.8,38,418,3420,38,60,42,52,8,12,72,3,1.58,1.11,2.68,1.37,2.47,58.6,49.6,38.7,88.3,1.54,1.02,2.56,1.3,2.32,https://fbref.com/en/squads/c4260e09/2017-2018/Cagliari-Stats
2018,Celta Vigo,La Liga,team,23,25.7,56.1,38,418,3420,38,57,45,55,2,3,85,1,1.5,1.18,2.68,1.45,2.63,53,50.7,37.4,88.2,1.4,0.98,2.38,1.34,2.32,https://fbref.com/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats
2018,Celta Vigo,La Liga,opponent,23,26.8,43.9,38,418,3420,38,59,48,55,4,5,97,1,1.55,1.26,2.82,1.45,2.71,52.2,48.5,36.9,85.4,1.37,0.97,2.35,1.28,2.25,https://fbref.com/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats
2018,Chelsea,Premier League,team,26,26.7,55.4,38,418,3420,38,60,42,57,3,3,NA,NA,1.58,1.11,2.68,1.5,2.61,57.9,55.7,42.2,97.9,1.52,1.11,2.64,1.46,2.58,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats
2018,Chelsea,Premier League,opponent,26,26.9,44.6,38,418,3420,38,36,26,34,2,2,75,1,0.95,0.68,1.63,0.89,1.58,35.3,33.8,25.4,59.1,0.93,0.67,1.6,0.89,1.56,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats
2018,Chievo,Serie A,team,25,30.3,44.3,38,418,3420,38,36,20,35,1,2,NA,NA,0.95,0.53,1.47,0.92,1.45,32.3,30.8,22.1,52.9,0.85,0.58,1.43,0.81,1.39,https://fbref.com/en/squads/cc919b35/2017-2018/Chievo-Stats
2018,Chievo,Serie A,opponent,25,26.6,55.7,38,418,3420,38,55,34,51,4,7,57,6,1.45,0.89,2.34,1.34,2.24,54.3,49.3,37.3,86.6,1.43,0.98,2.41,1.3,2.28,https://fbref.com/en/squads/cc919b35/2017-2018/Chievo-Stats
2018,Crotone,Serie A,team,29,25.6,40.1,38,418,3420,38,38,21,36,2,3,NA,NA,1,0.55,1.55,0.95,1.5,36.2,33.8,24,57.8,0.95,0.63,1.58,0.89,1.52,https://fbref.com/en/squads/3074d7b1/2017-2018/Crotone-Stats
2018,Crotone,Serie A,opponent,29,27.1,59.9,38,418,3420,38,66,46,60,6,8,76,2,1.74,1.21,2.95,1.58,2.79,59,52.9,38.8,91.7,1.55,1.02,2.57,1.39,2.41,https://fbref.com/en/squads/3074d7b1/2017-2018/Crotone-Stats
2018,Crystal Palace,Premier League,team,28,27.1,45.3,38,418,3420,38,44,26,36,8,10,NA,NA,1.16,0.68,1.84,0.95,1.63,56.1,48.9,33.7,82.6,1.48,0.89,2.36,1.29,2.17,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats
2018,Crystal Palace,Premier League,opponent,28,27,54.7,38,418,3420,38,53,40,51,2,2,72,3,1.39,1.05,2.45,1.34,2.39,50.6,49.1,33.9,83,1.33,0.89,2.22,1.29,2.18,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats
2018,Dijon,Ligue 1,team,26,26.6,48.4,38,418,3420,38,52,36,47,5,5,69,5,1.37,0.95,2.32,1.24,2.18,42.9,39.2,26.1,65.2,1.13,0.69,1.81,1.03,1.72,https://fbref.com/en/squads/8dfb7350/2017-2018/Dijon-Stats
2018,Dijon,Ligue 1,opponent,26,25.8,51.6,38,418,3420,38,70,46,59,11,14,59,3,1.84,1.21,3.05,1.55,2.76,69.2,58.8,41.5,100.3,1.82,1.09,2.91,1.55,2.64,https://fbref.com/en/squads/8dfb7350/2017-2018/Dijon-Stats
2018,Dortmund,Bundesliga,team,30,25.9,59,34,374,3060,34,62,44,59,3,6,NA,NA,1.82,1.29,3.12,1.74,3.03,63.7,59.2,43.3,102.5,1.87,1.27,3.15,1.74,3.02,https://fbref.com/en/squads/add600ae/2017-2018/Dortmund-Stats
2018,Dortmund,Bundesliga,opponent,30,25.6,41,34,374,3060,34,47,35,44,3,3,57,3,1.38,1.03,2.41,1.29,2.32,44.5,42.2,32.9,75.2,1.31,0.97,2.28,1.24,2.21,https://fbref.com/en/squads/add600ae/2017-2018/Dortmund-Stats
2018,Eibar,La Liga,team,27,27.4,52.4,38,418,3420,38,43,31,41,2,3,84,3,1.13,0.82,1.95,1.08,1.89,38.4,36.1,25.2,61.3,1.01,0.66,1.67,0.95,1.61,https://fbref.com/en/squads/bea5c710/2017-2018/Eibar-Stats
2018,Eibar,La Liga,opponent,27,26.8,47.6,38,418,3420,38,47,36,43,4,4,78,6,1.24,0.95,2.18,1.13,2.08,44.3,41.3,32,73.3,1.17,0.84,2.01,1.09,1.93,https://fbref.com/en/squads/bea5c710/2017-2018/Eibar-Stats
2018,Eint Frankfurt,Bundesliga,team,28,26.4,48.4,34,374,3060,34,44,34,42,2,2,NA,NA,1.29,1,2.29,1.24,2.24,43.5,41.9,31.8,73.8,1.28,0.94,2.21,1.23,2.17,https://fbref.com/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats
2018,Eint Frankfurt,Bundesliga,opponent,28,25.5,51.6,34,374,3060,34,43,32,41,2,3,52,1,1.26,0.94,2.21,1.21,2.15,42.1,40.3,31,71.3,1.24,0.91,2.15,1.18,2.1,https://fbref.com/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats
2018,Espanyol,La Liga,team,25,26.8,46.8,38,418,3420,38,34,24,32,2,3,87,1,0.89,0.63,1.53,0.84,1.47,43.3,40.9,29.8,70.7,1.14,0.78,1.92,1.08,1.86,https://fbref.com/en/squads/a8661628/2017-2018/Espanyol-Stats
2018,Espanyol,La Liga,opponent,25,26.5,53.2,38,418,3420,38,40,26,36,4,6,113,3,1.05,0.68,1.74,0.95,1.63,46.6,42,29.7,71.7,1.23,0.78,2.01,1.11,1.89,https://fbref.com/en/squads/a8661628/2017-2018/Espanyol-Stats
2018,Everton,Premier League,team,30,26.7,45.9,38,418,3420,38,42,26,37,5,8,NA,NA,1.11,0.68,1.79,0.97,1.66,41.5,35.2,24.3,59.6,1.09,0.64,1.73,0.93,1.57,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats
2018,Everton,Premier League,opponent,30,27,54.1,38,418,3420,38,58,51,55,3,5,49,5,1.53,1.34,2.87,1.45,2.79,52.3,48.8,35.7,84.4,1.38,0.94,2.32,1.28,2.22,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats
2018,Fiorentina,Serie A,team,27,25,52.6,38,418,3420,38,53,32,46,7,8,NA,NA,1.39,0.84,2.24,1.21,2.05,57.2,51.3,37.1,88.3,1.51,0.98,2.48,1.35,2.32,https://fbref.com/en/squads/421387cf/2017-2018/Fiorentina-Stats
2018,Fiorentina,Serie A,opponent,27,26.9,47.4,38,418,3420,38,46,33,44,2,3,98,8,1.21,0.87,2.08,1.16,2.03,42.5,40.2,30.1,70.3,1.12,0.79,1.91,1.06,1.85,https://fbref.com/en/squads/421387cf/2017-2018/Fiorentina-Stats
2018,Freiburg,Bundesliga,team,29,24.8,44.5,34,374,3060,34,32,21,26,6,10,NA,NA,0.94,0.62,1.56,0.76,1.38,41.3,33.7,24.1,57.8,1.21,0.71,1.92,0.99,1.7,https://fbref.com/en/squads/a486e511/2017-2018/Freiburg-Stats
2018,Freiburg,Bundesliga,opponent,29,25.6,55.5,34,374,3060,34,52,35,48,4,5,52,0,1.53,1.03,2.56,1.41,2.44,50.6,46.8,36.1,82.8,1.49,1.06,2.55,1.38,2.44,https://fbref.com/en/squads/a486e511/2017-2018/Freiburg-Stats
2018,Genoa,Serie A,team,33,27.9,46.3,38,418,3420,38,31,18,27,4,5,NA,NA,0.82,0.47,1.29,0.71,1.18,43.3,39.5,31.8,71.3,1.14,0.84,1.98,1.04,1.88,https://fbref.com/en/squads/658bf2de/2017-2018/Genoa-Stats
2018,Genoa,Serie A,opponent,33,26.9,53.7,38,418,3420,38,41,30,37,4,4,72,6,1.08,0.79,1.87,0.97,1.76,45.6,42.7,32.3,75.1,1.2,0.85,2.05,1.12,1.98,https://fbref.com/en/squads/658bf2de/2017-2018/Genoa-Stats
2018,Getafe,La Liga,team,32,28.2,39.4,38,418,3420,38,41,27,36,5,12,130,5,1.08,0.71,1.79,0.95,1.66,45.5,36.2,25.5,61.7,1.2,0.67,1.87,0.95,1.62,https://fbref.com/en/squads/7848bd64/2017-2018/Getafe-Stats
2018,Getafe,La Liga,opponent,32,26.7,60.6,38,418,3420,38,33,28,31,2,4,107,3,0.87,0.74,1.61,0.82,1.55,37.6,34.6,26.7,61.2,0.99,0.7,1.69,0.91,1.61,https://fbref.com/en/squads/7848bd64/2017-2018/Getafe-Stats
2018,Girona,La Liga,team,25,26.3,46.8,38,418,3420,38,50,31,44,6,8,102,0,1.32,0.82,2.13,1.16,1.97,48.5,42.5,30.6,73,1.28,0.8,2.08,1.12,1.92,https://fbref.com/en/squads/9024a00a/2017-2018/Girona-Stats
2018,Girona,La Liga,opponent,25,26.8,53.2,38,418,3420,38,56,39,52,4,5,112,3,1.47,1.03,2.5,1.37,2.39,48.6,44.8,31.1,76,1.28,0.82,2.1,1.18,2,https://fbref.com/en/squads/9024a00a/2017-2018/Girona-Stats
2018,Guingamp,Ligue 1,team,23,27.2,49.8,38,418,3420,38,46,27,40,6,7,65,2,1.21,0.71,1.92,1.05,1.76,45.6,40.5,26,66.5,1.2,0.68,1.88,1.07,1.75,https://fbref.com/en/squads/d41b5f53/2017-2018/Guingamp-Stats
2018,Guingamp,Ligue 1,opponent,23,25.8,50.2,38,418,3420,38,58,48,53,5,7,76,6,1.53,1.26,2.79,1.39,2.66,53.6,48.1,36.8,84.9,1.41,0.97,2.38,1.27,2.23,https://fbref.com/en/squads/d41b5f53/2017-2018/Guingamp-Stats
2018,Hamburger SV,Bundesliga,team,29,25,49.1,34,374,3060,34,28,18,25,3,5,NA,NA,0.82,0.53,1.35,0.74,1.26,37,33.3,24.8,58.1,1.09,0.73,1.82,0.98,1.71,https://fbref.com/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats
2018,Hamburger SV,Bundesliga,opponent,29,25.6,50.9,34,374,3060,34,52,37,49,3,4,60,3,1.53,1.09,2.62,1.44,2.53,52.5,49.5,37.3,86.8,1.55,1.1,2.64,1.46,2.55,https://fbref.com/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats
2018,Hannover 96,Bundesliga,team,26,26.4,47.1,34,374,3060,34,44,26,40,4,5,NA,NA,1.29,0.76,2.06,1.18,1.94,46,42.1,32.2,74.3,1.35,0.95,2.3,1.24,2.19,https://fbref.com/en/squads/60b5e41f/2017-2018/Hannover-96-Stats
2018,Hannover 96,Bundesliga,opponent,26,25.6,52.9,34,374,3060,34,54,40,52,2,4,66,2,1.59,1.18,2.76,1.53,2.71,54.3,51.3,38.5,89.9,1.6,1.13,2.73,1.51,2.64,https://fbref.com/en/squads/60b5e41f/2017-2018/Hannover-96-Stats
2018,Hellas Verona,Serie A,team,32,25.9,41.8,38,418,3420,38,30,19,23,7,7,NA,NA,0.79,0.5,1.29,0.61,1.11,34.5,29.4,20.9,50.3,0.91,0.55,1.46,0.77,1.32,https://fbref.com/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats
2018,Hellas Verona,Serie A,opponent,32,27.1,58.2,38,418,3420,38,76,52,70,6,8,66,4,2,1.37,3.37,1.84,3.21,76.1,70.1,53,123.1,2,1.4,3.4,1.84,3.24,https://fbref.com/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats
2018,Hertha BSC,Bundesliga,team,25,26.4,45.9,34,374,3060,34,43,32,39,4,5,NA,NA,1.26,0.94,2.21,1.15,2.09,39.9,36.1,27,63,1.17,0.79,1.97,1.06,1.85,https://fbref.com/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats
2018,Hertha BSC,Bundesliga,opponent,25,25.5,54.1,34,374,3060,34,45,31,39,6,7,56,3,1.32,0.91,2.24,1.15,2.06,46.6,41.3,30.1,71.5,1.37,0.89,2.26,1.22,2.1,https://fbref.com/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats
2018,Hoffenheim,Bundesliga,team,26,25,51.3,34,374,3060,34,64,47,60,4,5,NA,NA,1.88,1.38,3.26,1.76,3.15,51.7,47.9,38.7,86.5,1.52,1.14,2.66,1.41,2.55,https://fbref.com/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats
2018,Hoffenheim,Bundesliga,opponent,26,25.7,48.7,34,374,3060,34,46,32,43,3,4,43,2,1.35,0.94,2.29,1.26,2.21,47.5,44.4,31.1,75.6,1.4,0.92,2.31,1.31,2.22,https://fbref.com/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats
2018,Huddersfield,Premier League,team,25,26.4,45.7,38,418,3420,38,25,19,23,2,2,NA,NA,0.66,0.5,1.16,0.61,1.11,31.7,30.2,21.9,52.1,0.83,0.58,1.41,0.79,1.37,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats
2018,Huddersfield,Premier League,opponent,25,27,54.3,38,418,3420,38,57,41,53,4,6,56,4,1.5,1.08,2.58,1.39,2.47,55.2,50.5,34,84.5,1.45,0.9,2.35,1.33,2.22,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats
2018,Inter,Serie A,team,22,27.6,56.9,38,418,3420,38,64,34,58,6,7,NA,NA,1.68,0.89,2.58,1.53,2.42,60.8,55.6,44.4,100,1.6,1.17,2.77,1.46,2.63,https://fbref.com/en/squads/d609edc0/2017-2018/Internazionale-Stats
2018,Inter,Serie A,opponent,22,27,43.1,38,418,3420,38,27,20,25,2,2,78,9,0.71,0.53,1.24,0.66,1.18,35.3,33.8,26.2,60,0.93,0.69,1.62,0.89,1.58,https://fbref.com/en/squads/d609edc0/2017-2018/Internazionale-Stats
2018,Juventus,Serie A,team,24,29.2,57.1,38,418,3420,38,82,39,78,4,8,NA,NA,2.16,1.03,3.18,2.05,3.08,59.8,54,38.3,92.2,1.57,1.01,2.58,1.42,2.43,https://fbref.com/en/squads/e0652b02/2017-2018/Juventus-Stats
2018,Juventus,Serie A,opponent,24,27,42.9,38,418,3420,38,22,13,19,3,4,88,7,0.58,0.34,0.92,0.5,0.84,28.7,25.7,15.8,41.5,0.76,0.41,1.17,0.68,1.09,https://fbref.com/en/squads/e0652b02/2017-2018/Juventus-Stats
2018,Köln,Bundesliga,team,31,25.3,47.5,34,374,3060,34,33,24,30,3,3,NA,NA,0.97,0.71,1.68,0.88,1.59,42.2,40,28.7,68.7,1.24,0.84,2.09,1.18,2.02,https://fbref.com/en/squads/bc357bf7/2017-2018/Koln-Stats
2018,Köln,Bundesliga,opponent,31,25.7,52.5,34,374,3060,34,70,48,62,8,9,58,4,2.06,1.41,3.47,1.82,3.24,67.8,61.1,46.4,107.5,1.99,1.37,3.36,1.8,3.16,https://fbref.com/en/squads/bc357bf7/2017-2018/Koln-Stats
2018,La Coruña,La Liga,team,32,28.2,46.6,38,418,3420,38,38,30,35,3,5,99,2,1,0.79,1.79,0.92,1.71,49.3,45.5,34.5,80,1.3,0.91,2.21,1.2,2.11,https://fbref.com/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats
2018,La Coruña,La Liga,opponent,32,26.7,53.4,38,418,3420,38,74,53,70,4,5,75,2,1.95,1.39,3.34,1.84,3.24,58,54.2,38.5,92.7,1.53,1.01,2.54,1.43,2.44,https://fbref.com/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats
2018,Las Palmas,La Liga,team,36,27,55.1,38,418,3420,38,24,15,18,6,8,88,3,0.63,0.39,1.03,0.47,0.87,37.7,31.6,23.5,55.1,0.99,0.62,1.61,0.83,1.45,https://fbref.com/en/squads/0049d422/2017-2018/Las-Palmas-Stats
2018,Las Palmas,La Liga,opponent,36,26.7,44.9,38,418,3420,38,73,53,68,5,5,103,7,1.92,1.39,3.32,1.79,3.18,66.4,62.6,51.3,114,1.75,1.35,3.1,1.65,3,https://fbref.com/en/squads/0049d422/2017-2018/Las-Palmas-Stats
2018,Lazio,Serie A,team,24,26.5,51.1,38,418,3420,38,86,51,77,9,11,NA,NA,2.26,1.34,3.61,2.03,3.37,63.5,55.2,42.4,97.7,1.67,1.12,2.79,1.45,2.57,https://fbref.com/en/squads/7213da33/2017-2018/Lazio-Stats
