yearID,lgID,teamID,G,W,L,R,RA,RD,Wpct
2016,AL,DET,161,86,75,750,721,29,0.534161491
2016,AL,HOU,162,84,78,724,701,23,0.518518519
2016,AL,KCA,162,81,81,675,712,-37,0.5
2016,AL,LAA,162,74,88,717,727,-10,0.456790123
2016,NL,LAN,162,91,71,725,638,87,0.561728395
2016,NL,MIA,161,79,82,655,682,-27,0.49068323
2016,NL,MIL,162,73,89,671,733,-62,0.450617284
2016,AL,MIN,162,59,103,722,889,-167,0.364197531
2016,AL,NYA,162,84,78,680,702,-22,0.518518519
2016,NL,NYN,162,87,75,671,617,54,0.537037037
2016,AL,OAK,162,69,93,653,761,-108,0.425925926
2016,NL,PHI,162,71,91,610,796,-186,0.438271605
2016,NL,PIT,162,78,83,729,758,-29,0.48447205
2016,NL,SDN,162,68,94,686,770,-84,0.419753086
2016,AL,SEA,162,86,76,768,707,61,0.530864198
2016,NL,SFN,162,87,75,715,631,84,0.537037037
2016,NL,SLN,162,86,76,779,712,67,0.530864198
2016,AL,TBA,162,68,94,672,713,-41,0.419753086
2016,AL,TEX,162,95,67,765,757,8,0.586419753
2016,AL,TOR,162,89,73,759,666,93,0.549382716
2016,NL,WAS,162,95,67,763,612,151,0.586419753
2017,NL,ARI,162,93,69,812,659,153,0.574074074
2017,NL,ATL,162,72,90,732,821,-89,0.444444444
2017,AL,BAL,162,75,87,743,841,-98,0.462962963
2017,AL,BOS,162,93,69,785,668,117,0.574074074
2017,AL,CHA,162,67,95,706,820,-114,0.413580247
2017,NL,CHN,162,92,70,822,695,127,0.567901235
2017,NL,CIN,162,68,94,753,869,-116,0.419753086
2017,AL,CLE,162,102,60,818,564,254,0.62962963
2017,NL,COL,162,87,75,824,757,67,0.537037037
2017,AL,DET,162,64,98,735,894,-159,0.395061728
2017,AL,HOU,162,101,61,896,700,196,0.62345679
2017,AL,KCA,162,80,82,702,791,-89,0.49382716
2017,AL,LAA,162,80,82,710,709,1,0.49382716
2017,NL,LAN,162,104,58,770,580,190,0.641975309
2017,NL,MIA,162,77,85,778,822,-44,0.475308642
2017,NL,MIL,162,86,76,732,697,35,0.530864198
2017,AL,MIN,162,85,77,815,788,27,0.524691358
2017,AL,NYA,162,91,71,858,660,198,0.561728395
2017,NL,NYN,162,70,92,735,863,-128,0.432098765
2017,AL,OAK,162,75,87,739,826,-87,0.462962963
2017,NL,PHI,162,66,96,690,782,-92,0.407407407
2017,NL,PIT,162,75,87,668,731,-63,0.462962963
2017,NL,SDN,162,71,91,604,816,-212,0.438271605
2017,AL,SEA,162,78,84,750,772,-22,0.481481481
2017,NL,SFN,162,64,98,639,776,-137,0.395061728
2017,NL,SLN,162,83,79,761,705,56,0.512345679
2017,AL,TBA,162,80,82,694,704,-10,0.49382716
2017,AL,TEX,162,78,84,799,816,-17,0.481481481
2017,AL,TOR,162,76,86,693,784,-91,0.469135802
2017,NL,WAS,162,97,65,819,672,147,0.598765432
