Season_End_Year,Squad,Comp,Team_or_Opponent,Num_Players,Age,Poss,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,Url
2020,Chelsea,Premier League,team,27,25.5,60.7,38,418,3420,38,69,46,62,7,7,60,0,1.82,1.21,3.03,1.63,2.84,66.6,61.7,46.2,107.9,1.75,1.22,2.97,1.62,2.84,https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats
2020,Chelsea,Premier League,opponent,27,26.4,39.3,38,418,3420,38,51,36,49,2,2,76,3,1.34,0.95,2.29,1.29,2.24,37.8,36.3,26,62.3,1,0.68,1.68,0.96,1.64,https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats
2020,Crystal Palace,Premier League,team,25,29.4,44.5,38,418,3420,38,29,20,26,3,3,62,2,0.76,0.53,1.29,0.68,1.21,34,31.9,23.6,55.5,0.9,0.62,1.52,0.84,1.46,https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats
2020,Crystal Palace,Premier League,opponent,25,26.5,55.5,38,418,3420,38,48,36,48,0,1,88,5,1.26,0.95,2.21,1.26,2.21,51.3,50.5,35.4,85.9,1.35,0.93,2.28,1.33,2.26,https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats
2020,Dijon,Ligue 1,team,28,26.9,46.5,28,308,2520,28,26,17,25,1,1,43,2,0.93,0.61,1.54,0.89,1.5,28.9,28.2,21.3,49.6,1.03,0.76,1.79,1.01,1.77,https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats
2020,Dijon,Ligue 1,opponent,28,26.1,53.5,28,308,2520,28,35,25,34,1,1,44,3,1.25,0.89,2.14,1.21,2.11,43.1,42.4,30.6,72.9,1.54,1.09,2.63,1.51,2.6,https://fbref.com/en/squads/8dfb7350/2019-2020/Dijon-Stats
2020,Dortmund,Bundesliga,team,27,25.8,61,34,374,3060,34,84,74,82,2,2,49,1,2.47,2.18,4.65,2.41,4.59,59.2,57.9,47.1,105.1,1.74,1.39,3.13,1.7,3.09,https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats
2020,Dortmund,Bundesliga,opponent,27,26.2,39,34,374,3060,34,38,27,35,3,3,53,1,1.12,0.79,1.91,1.03,1.82,39.4,37.3,26.2,63.5,1.16,0.77,1.93,1.1,1.87,https://fbref.com/en/squads/add600ae/2019-2020/Dortmund-Stats
2020,Düsseldorf,Bundesliga,team,28,27.1,45.4,34,374,3060,34,36,26,32,4,4,78,0,1.06,0.76,1.82,0.94,1.71,33,30,21.8,51.8,0.97,0.64,1.61,0.88,1.52,https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats
2020,Düsseldorf,Bundesliga,opponent,28,26.1,54.6,34,374,3060,34,63,53,60,3,5,64,5,1.85,1.56,3.41,1.76,3.32,56.2,53,38.6,91.6,1.65,1.13,2.79,1.56,2.69,https://fbref.com/en/squads/b1278397/2019-2020/Dusseldorf-Stats
2020,Eibar,La Liga,team,26,29.3,46.3,38,418,3420,38,38,24,31,7,10,92,3,1,0.63,1.63,0.82,1.45,41.4,33.8,23.7,57.5,1.09,0.62,1.71,0.89,1.51,https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats
2020,Eibar,La Liga,opponent,26,27,53.7,38,418,3420,38,55,38,51,4,6,70,2,1.45,1,2.45,1.34,2.34,51,46.4,36.6,83,1.34,0.96,2.31,1.22,2.18,https://fbref.com/en/squads/bea5c710/2019-2020/Eibar-Stats
2020,Eint Frankfurt,Bundesliga,team,27,27,51,34,374,3060,34,57,45,55,2,2,71,4,1.68,1.32,3,1.62,2.94,52.5,51,38.3,89.4,1.54,1.13,2.67,1.5,2.63,https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
2020,Eint Frankfurt,Bundesliga,opponent,27,25.8,49,34,374,3060,34,58,46,55,3,3,67,6,1.71,1.35,3.06,1.62,2.97,49.1,46.9,35.6,82.5,1.45,1.05,2.49,1.38,2.43,https://fbref.com/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
2020,Espanyol,La Liga,team,31,27.7,47.3,38,418,3420,38,25,17,21,4,4,107,9,0.66,0.45,1.11,0.55,1,33,30.1,22.7,52.8,0.87,0.6,1.47,0.79,1.39,https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats
2020,Espanyol,La Liga,opponent,31,27.3,52.7,38,418,3420,38,56,35,50,6,7,75,6,1.47,0.92,2.39,1.32,2.24,44.4,39,28.1,67.1,1.17,0.74,1.91,1.03,1.77,https://fbref.com/en/squads/a8661628/2019-2020/Espanyol-Stats
2020,Everton,Premier League,team,24,25.5,49.2,38,418,3420,38,42,32,41,1,1,76,3,1.11,0.84,1.95,1.08,1.92,49.3,48.5,30.9,79.4,1.3,0.81,2.11,1.28,2.09,https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats
2020,Everton,Premier League,opponent,24,26.6,50.8,38,418,3420,38,53,39,50,3,4,61,2,1.39,1.03,2.42,1.32,2.34,48.4,45.4,32,77.4,1.27,0.84,2.11,1.19,2.04,https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats
2020,Fiorentina,Serie A,team,33,25.1,47.3,38,418,3420,38,49,30,40,9,11,105,5,1.29,0.79,2.08,1.05,1.84,54.7,46.7,35.7,82.4,1.44,0.94,2.38,1.23,2.17,https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats
2020,Fiorentina,Serie A,opponent,33,27.1,52.7,38,418,3420,38,48,31,39,9,11,95,3,1.26,0.82,2.08,1.03,1.84,48.9,40.8,29.9,70.8,1.29,0.79,2.07,1.07,1.86,https://fbref.com/en/squads/421387cf/2019-2020/Fiorentina-Stats
2020,Freiburg,Bundesliga,team,26,26.4,47.9,34,374,3060,34,46,27,41,5,6,43,2,1.35,0.79,2.15,1.21,2,41.7,37.2,27.7,64.9,1.23,0.81,2.04,1.09,1.91,https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats
2020,Freiburg,Bundesliga,opponent,26,26,52.1,34,374,3060,34,47,32,44,3,4,74,6,1.38,0.94,2.32,1.29,2.24,60.9,57.8,41.9,99.7,1.79,1.23,3.02,1.7,2.93,https://fbref.com/en/squads/a486e511/2019-2020/Freiburg-Stats
2020,Genoa,Serie A,team,34,26.8,49.5,38,418,3420,38,46,28,35,11,16,107,10,1.21,0.74,1.95,0.92,1.66,47.4,35.3,25.6,60.9,1.25,0.67,1.92,0.93,1.6,https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats
2020,Genoa,Serie A,opponent,34,26.9,50.5,38,418,3420,38,71,52,64,7,9,96,8,1.87,1.37,3.24,1.68,3.05,59.2,52.5,37.1,89.5,1.56,0.98,2.53,1.38,2.36,https://fbref.com/en/squads/658bf2de/2019-2020/Genoa-Stats
2020,Getafe,La Liga,team,30,27.5,44.6,38,418,3420,38,42,31,36,6,7,135,5,1.11,0.82,1.92,0.95,1.76,37.9,32.6,25.6,58.2,1,0.67,1.67,0.86,1.53,https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats
2020,Getafe,La Liga,opponent,30,27.2,55.4,38,418,3420,38,36,21,31,5,6,122,11,0.95,0.55,1.5,0.82,1.37,39,34.4,26.3,60.7,1.03,0.69,1.72,0.91,1.6,https://fbref.com/en/squads/7848bd64/2019-2020/Getafe-Stats
2020,Granada,La Liga,team,27,26.8,43.7,38,418,3420,38,50,34,45,5,5,109,1,1.32,0.89,2.21,1.18,2.08,40.9,37.1,24.9,62,1.08,0.66,1.73,0.98,1.63,https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats
2020,Granada,La Liga,opponent,27,27.4,56.3,38,418,3420,38,45,37,41,4,5,116,7,1.18,0.97,2.16,1.08,2.05,41.1,37.4,31.4,68.8,1.08,0.83,1.91,0.98,1.81,https://fbref.com/en/squads/a0435291/2019-2020/Granada-Stats
2020,Hellas Verona,Serie A,team,30,26.1,49.8,38,418,3420,38,45,27,37,8,9,87,7,1.18,0.71,1.89,0.97,1.68,49.2,42.4,31.7,74.1,1.29,0.83,2.13,1.12,1.95,https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
2020,Hellas Verona,Serie A,opponent,30,27,50.2,38,418,3420,38,50,31,41,9,9,105,8,1.32,0.82,2.13,1.08,1.89,52.5,45.7,35.5,81.2,1.38,0.93,2.32,1.2,2.14,https://fbref.com/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
2020,Hertha BSC,Bundesliga,team,32,26.2,44.7,34,374,3060,34,46,35,43,3,3,77,4,1.35,1.03,2.38,1.26,2.29,40.6,38.3,29.3,67.7,1.19,0.86,2.06,1.13,1.99,https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
2020,Hertha BSC,Bundesliga,opponent,32,26.1,55.3,34,374,3060,34,57,43,50,7,7,55,3,1.68,1.26,2.94,1.47,2.74,51.4,46.1,33.4,79.5,1.51,0.98,2.5,1.36,2.34,https://fbref.com/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
2020,Hoffenheim,Bundesliga,team,31,26,51.9,34,374,3060,34,52,36,49,3,4,66,2,1.53,1.06,2.59,1.44,2.5,49.9,46.9,33.6,80.5,1.47,0.99,2.46,1.38,2.37,https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
2020,Hoffenheim,Bundesliga,opponent,31,26.1,48.1,34,374,3060,34,51,37,45,6,8,80,5,1.5,1.09,2.59,1.32,2.41,51.8,45.8,37.6,83.4,1.52,1.1,2.63,1.35,2.45,https://fbref.com/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
2020,Inter,Serie A,team,29,27.7,54.2,38,418,3420,38,80,57,70,10,11,104,6,2.11,1.5,3.61,1.84,3.34,72.3,63.8,45.7,109.5,1.9,1.2,3.1,1.68,2.88,https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats
2020,Inter,Serie A,opponent,29,26.8,45.8,38,418,3420,38,35,24,32,3,4,90,4,0.92,0.63,1.55,0.84,1.47,40.6,37.6,25.7,63.3,1.07,0.68,1.75,0.99,1.67,https://fbref.com/en/squads/d609edc0/2019-2020/Internazionale-Stats
2020,Juventus,Serie A,team,30,28.6,58.3,38,418,3420,38,73,47,60,13,14,87,3,1.92,1.24,3.16,1.58,2.82,68.7,58.1,43.9,102,1.81,1.16,2.96,1.53,2.69,https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats
2020,Juventus,Serie A,opponent,30,26.7,41.7,38,418,3420,38,43,26,34,9,12,113,8,1.13,0.68,1.82,0.89,1.58,41.8,32.8,25.4,58.2,1.1,0.67,1.77,0.86,1.53,https://fbref.com/en/squads/e0652b02/2019-2020/Juventus-Stats
2020,Köln,Bundesliga,team,29,25.6,46.7,34,374,3060,34,50,38,48,2,4,79,4,1.47,1.12,2.59,1.41,2.53,47.2,44.5,31.9,76.4,1.39,0.94,2.33,1.31,2.25,https://fbref.com/en/squads/bc357bf7/2019-2020/Koln-Stats
2020,Köln,Bundesliga,opponent,29,26,53.3,34,374,3060,34,67,53,63,4,6,63,4,1.97,1.56,3.53,1.85,3.41,51.5,46.9,36.2,83.2,1.52,1.07,2.58,1.38,2.45,https://fbref.com/en/squads/bc357bf7/2019-2020/Koln-Stats
2020,Lazio,Serie A,team,27,27.9,50.5,38,418,3420,38,77,45,62,15,18,99,2,2.03,1.18,3.21,1.63,2.82,68.4,54.9,42.2,97.1,1.8,1.11,2.91,1.45,2.56,https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats
2020,Lazio,Serie A,opponent,27,26.9,49.5,38,418,3420,38,41,28,34,7,9,96,7,1.08,0.74,1.82,0.89,1.63,49.5,42.8,32.8,75.6,1.3,0.86,2.17,1.13,1.99,https://fbref.com/en/squads/7213da33/2019-2020/Lazio-Stats
2020,Lecce,Serie A,team,30,28.7,44.6,38,418,3420,38,52,30,41,11,15,98,5,1.37,0.79,2.16,1.08,1.87,53.9,43.1,31.1,74.2,1.42,0.82,2.24,1.13,1.95,https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats
2020,Lecce,Serie A,opponent,30,26.9,55.4,38,418,3420,38,82,51,71,11,13,86,5,2.16,1.34,3.5,1.87,3.21,84,74.2,57.1,131.3,2.21,1.5,3.71,1.95,3.45,https://fbref.com/en/squads/ffcbe334/2019-2020/Lecce-Stats
2020,Leganés,La Liga,team,29,26.9,43.8,38,418,3420,38,30,19,27,3,5,127,4,0.79,0.5,1.29,0.71,1.21,37.3,33.5,23.8,57.3,0.98,0.63,1.61,0.88,1.51,https://fbref.com/en/squads/7c6f2c78/2019-2020/Leganes-Stats
2020,Leganés,La Liga,opponent,29,27.2,56.2,38,418,3420,38,50,34,44,6,7,105,5,1.32,0.89,2.21,1.16,2.05,39,33.7,25,58.7,1.03,0.66,1.68,0.89,1.55,https://fbref.com/en/squads/7c6f2c78/2019-2020/Leganes-Stats
2020,Leicester City,Premier League,team,24,26.1,57.6,38,418,3420,38,65,48,60,5,7,43,3,1.71,1.26,2.97,1.58,2.84,61.6,56.2,44,100.3,1.62,1.16,2.78,1.48,2.64,https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats
2020,Leicester City,Premier League,opponent,24,26.6,42.4,38,418,3420,38,39,26,31,8,10,69,3,1.03,0.68,1.71,0.82,1.5,44.5,37,28.7,65.7,1.17,0.76,1.93,0.97,1.73,https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats
2020,Levante,La Liga,team,29,27.7,48.4,38,418,3420,38,45,28,40,5,5,79,5,1.18,0.74,1.92,1.05,1.79,41.9,38.1,29.7,67.8,1.1,0.78,1.89,1,1.79,https://fbref.com/en/squads/9800b6a1/2019-2020/Levante-Stats
2020,Levante,La Liga,opponent,29,27.2,51.6,38,418,3420,38,51,40,48,3,7,96,1,1.34,1.05,2.39,1.26,2.32,60.7,55.5,43.8,99.4,1.6,1.15,2.75,1.46,2.62,https://fbref.com/en/squads/9800b6a1/2019-2020/Levante-Stats
2020,Leverkusen,Bundesliga,team,24,26.1,63.8,34,374,3060,34,57,48,55,2,2,61,6,1.68,1.41,3.09,1.62,3.03,56.6,55.1,45,100.2,1.67,1.32,2.99,1.62,2.95,https://fbref.com/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
2020,Leverkusen,Bundesliga,opponent,24,25.9,36.2,34,374,3060,34,44,31,42,2,2,64,1,1.29,0.91,2.21,1.24,2.15,45.1,43.6,33.7,77.4,1.33,0.99,2.32,1.28,2.28,https://fbref.com/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
2020,Lille,Ligue 1,team,25,24.3,53,28,308,2520,28,35,25,30,5,8,49,3,1.25,0.89,2.14,1.07,1.96,39.7,33.6,24.9,58.5,1.42,0.89,2.31,1.2,2.09,https://fbref.com/en/squads/cb188c0c/2019-2020/Lille-Stats
2020,Lille,Ligue 1,opponent,25,26.4,47,28,308,2520,28,24,17,20,4,6,57,2,0.86,0.61,1.46,0.71,1.32,29.8,25.2,18.6,43.8,1.06,0.67,1.73,0.9,1.57,https://fbref.com/en/squads/cb188c0c/2019-2020/Lille-Stats
