last_name, first_name,player_id,year,p_k_percent,
Burnes, Corbin,669203,2022,30.5,
Akin, Keegan,669211,2022,23.4,
Morgan, Eli,669212,2022,28.1,
Kuhnel, Joel,669270,2022,22.0,
Lee, Dylan,669276,2022,29.4,
Gilbert, Logan,669302,2022,22.7,
Wells, Tyler,669330,2022,18.0,
Baz, Shane,669358,2022,25.6,
Skubal, Tarik,669373,2022,24.5,
Coleman, Dylan,669395,2022,24.6,
Lambert, Jimmy,669424,2022,22.1,
Rogers, Trevor,669432,2022,22.2,
Bieber, Shane,669456,2022,25.0,
Nelson, Kyle,669459,2022,19.9,
Liberatore, Matthew,669461,2022,17.4,
Pallante, Andre,669467,2022,16.0,
Barlow, Joe,669618,2022,19.2,
Bender, Anthony,669622,2022,21.8,
Long, Sam,669674,2022,18.2,
Weissert, Greg,669711,2022,22.9,
Wesneski, Hayden,669713,2022,25.0,
De Jesus, Angel,669804,2022,13.0,
Blanco, Ronel,669854,2022,21.9,
Snead, Kirby,669912,2022,16.7,
Alexander, Jason,669920,2022,14.3,
Kirby, George,669923,2022,24.5,
Alexy, A.J.,669935,2022,15.8,
White, Mitch,669952,2022,17.7,
Festa, Matt,670036,2022,29.2,
Rosenberg, Kenny,670046,2022,17.0,
Holderman, Colin,670059,2022,20.3,
Mills, Wyatt,670090,2022,20.3,
Oller, Adam,670124,2022,13.6,
Schreiber, John,670167,2022,28.8,
Winckowski, Josh,670174,2022,13.9,
Bednar, David,670280,2022,32.9,
Fishman, Jake,670288,2022,12.5,
Garcia, Rico,670329,2022,5.7,
Diehl, Phillip,670426,2022,10.7,
Brosseau, Mike,670712,2022,0.0,
Gonzalez, Luis,670768,2022,0.0,
Gillaspie, Logan,670810,2022,13.5,
Oviedo, Johan,670912,2022,22.3,
Richards, Trevor,670950,2022,29.2,
Uceta, Edwin,670955,2022,17.8,
Morejon, Adrian,670970,2022,19.9,
Ramirez, Yohan,670990,2022,19.2,
Foley, Jason,671345,2022,16.8,
Bolanos, Ronald,671790,2022,13.8,
Detmers, Reid,672282,2022,22.6,
Perez, Cionel,672335,2022,23.5,
Ort, Kaleb,672391,2022,20.1,
Hernandez, Carlos,672578,2022,13.2,
Zerpa, Angel,672582,2022,6.8,
Contreras, Roansy,672710,2022,21.1,
Patino, Luis,672715,2022,11.2,
Morales, Francisco,672839,2022,14.3,
Adon, Joan,672851,2022,17.7,
Cruz, Jesus,672911,2022,15.4,
Barker, Luke,673316,2022,15.8,
Walsh, Jake,673904,2022,33.3,
Henry, Tommy,674072,2022,17.6,
Plassmeyer, Michael,674681,2022,24.1,
Curry, Xzavion,675540,2022,6.4,
Grove, Michael,675627,2022,18.0,
Strider, Spencer,675911,2022,38.3,
Lowther, Zac,675912,2022,3.6,
Karinchak, James,675916,2022,38.8,
Howard, Spencer,675921,2022,17.9,
Naughton, Packy,676050,2022,22.0,
Junk, Janson,676083,2022,29.7,
Snider, Collin,676092,2022,14.6,
Jones, Damon,676103,2022,19.2,
Butto, Jose,676130,2022,21.7,
Tetreault, Jackson,676194,2022,9.4,
Abbott, Cory,676265,2022,20.8,
Clement, Ernie,676391,2022,0.0,
Whitlock, Garrett,676477,2022,26.4,
Faucher, Calvin,676534,2022,20.8,
Fleming, Josh,676596,2022,17.2,
Sanders, Phoenix,676637,2022,21.1,
Sulser, Beau,676641,2022,19.2,
Solomon, Jared,676660,2022,23.1,
Sears, JP,676664,2022,17.7,
Vest, Will,676684,2022,23.2,
Crawford, Kutter,676710,2022,23.1,
Hughes, Brandon,676714,2022,28.5,
Romero, Tommy,676720,2022,15.9,
Marinaccio, Ron,676760,2022,30.9,
Whitley, Kodi,676831,2022,20.3,
Peacock, Matt,676840,2022,13.0,
Ashby, Aaron,676879,2022,26.5,
Beasley, Jeremy,676886,2022,29.7,
Cavalli, Cade,676917,2022,26.1,
Meyer, Max,676974,2022,23.1,
Nardi, Andrew,677053,2022,28.9,
Kelly, Zack,677161,2022,18.6,
Garcia, Luis,677651,2022,24.4,
Bruihl, Justin,677865,2022,13.0,
Weathers, Ryan,677960,2022,14.3,
Kerr, Ray,678061,2022,14.3,
Bello, Brayan,678394,2022,20.5,
Henriquez, Ronny,678692,2022,18.0,
Woods Richardson, Simeon,680573,2022,15.0,
Gray, Josiah,680686,2022,23.7,
Bradish, Kyle,680694,2022,21.8,
Sandlin, Nick,680704,2022,22.8,
Winder, Josh,680739,2022,16.4,
Silseth, Chase,681217,2022,18.6,
German, Franklin,681464,2022,17.4,
Roberts, Ethan,681799,2022,23.7,
Wantz, Andrew,681806,2022,25.5,
Warren, Austin,681810,2022,12.9,
Criswell, Cooper,681867,2022,30.8,
Lee, Evan,681885,2022,16.3,
Vesia, Alex,681911,2022,34.8,
Hill, Garrett,682051,2022,15.2,
Murfee, Penn,682171,2022,27.9,
Ortiz, Luis,682847,2022,24.6,
Gaddis, Hunter,683769,2022,12.5,
Arihara, Kohei,685503,2022,13.0,
Waldichuk, Ken,686610,2022,22.6,
Brown, Hunter,686613,2022,27.5,
Pepiot, Ryan,686752,2022,26.3,
Jameson, Drey,686753,2022,24.5,
Waites, Cole,686972,2022,16.0,
Varland, Louie,686973,2022,19.8,
Fisher, Nate,688010,2022,9.1,
Brieske, Beau,689225,2022,15.9,
Elder, Bryce,693821,2022,20.7,
