Season_End_Year,Squad,Comp,Team_or_Opponent,Num_Players,Age,Poss,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,Url
2019,Getafe,La Liga,opponent,26,26.8,59.2,38,418,3420,38,32,18,28,4,7,109,5,0.84,0.47,1.32,0.74,1.21,40.7,35.5,26.8,62.3,1.07,0.71,1.78,0.93,1.64,https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats
2019,Girona,La Liga,team,26,26.6,48,38,418,3420,38,37,23,31,6,6,81,4,0.97,0.61,1.58,0.82,1.42,38.6,34.5,25.1,59.6,1.01,0.66,1.67,0.91,1.57,https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats
2019,Girona,La Liga,opponent,26,27.1,52,38,418,3420,38,52,34,44,8,8,116,7,1.37,0.89,2.26,1.16,2.05,50.5,44.8,33.8,78.5,1.33,0.89,2.22,1.18,2.07,https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats
2019,Guingamp,Ligue 1,team,30,26,43.9,38,418,3420,38,28,21,23,5,6,58,5,0.74,0.55,1.29,0.61,1.16,39.9,35.3,27,62.2,1.05,0.71,1.76,0.93,1.64,https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats
2019,Guingamp,Ligue 1,opponent,30,26,56.1,38,418,3420,38,68,42,65,3,6,76,4,1.79,1.11,2.89,1.71,2.82,50.1,45.6,32.8,78.4,1.32,0.86,2.18,1.2,2.06,https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats
2019,Hannover 96,Bundesliga,team,32,26.3,46.3,34,374,3060,34,30,20,27,3,3,61,4,0.88,0.59,1.47,0.79,1.38,33.7,31.4,23.6,55,0.99,0.69,1.69,0.92,1.62,https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats
2019,Hannover 96,Bundesliga,opponent,32,25.8,53.7,34,374,3060,34,70,50,64,6,7,53,1,2.06,1.47,3.53,1.88,3.35,66.1,60.9,46.5,107.5,1.95,1.37,3.31,1.79,3.16,https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats
2019,Hertha BSC,Bundesliga,team,26,25.9,48.1,34,374,3060,34,49,32,45,4,4,64,5,1.44,0.94,2.38,1.32,2.26,47.9,44.9,34.3,79.3,1.41,1.01,2.42,1.32,2.33,https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats
2019,Hertha BSC,Bundesliga,opponent,26,25.9,51.9,34,374,3060,34,55,43,51,4,6,38,1,1.62,1.26,2.88,1.5,2.76,59.4,55,42.7,97.8,1.75,1.26,3,1.62,2.88,https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats
2019,Hoffenheim,Bundesliga,team,29,25.5,53.6,34,374,3060,34,69,49,63,6,7,67,2,2.03,1.44,3.47,1.85,3.29,73.1,68,49.5,117.5,2.15,1.46,3.61,2,3.46,https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats
2019,Hoffenheim,Bundesliga,opponent,29,26,46.4,34,374,3060,34,51,31,44,7,7,54,3,1.5,0.91,2.41,1.29,2.21,51.9,46.6,32.5,79.1,1.53,0.96,2.48,1.37,2.33,https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats
2019,Huddersfield,Premier League,team,31,26.2,47,38,418,3420,38,20,13,19,1,1,56,4,0.53,0.34,0.87,0.5,0.84,29.5,28.7,20.1,48.8,0.78,0.53,1.3,0.76,1.28,https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats
2019,Huddersfield,Premier League,opponent,31,26.5,53,38,418,3420,38,75,56,68,7,8,66,2,1.97,1.47,3.45,1.79,3.26,62.9,56.9,46.2,103.2,1.66,1.22,2.87,1.5,2.72,https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats
2019,Huesca,La Liga,team,30,26.7,44.7,38,418,3420,38,43,28,37,6,7,113,3,1.13,0.74,1.87,0.97,1.71,45.9,40.6,26.2,66.8,1.21,0.69,1.9,1.07,1.76,https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats
2019,Huesca,La Liga,opponent,30,26.6,55.3,38,418,3420,38,62,46,53,9,9,86,4,1.63,1.21,2.84,1.39,2.61,57,50.2,39.7,90,1.5,1.05,2.55,1.32,2.37,https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats
2019,Inter,Serie A,team,23,27.7,59.6,38,418,3420,38,57,36,49,8,9,73,3,1.5,0.95,2.45,1.29,2.24,64.1,57.2,44.1,101.3,1.69,1.16,2.85,1.51,2.67,https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats
2019,Inter,Serie A,opponent,23,26.8,40.4,38,418,3420,38,31,22,28,3,5,99,5,0.82,0.58,1.39,0.74,1.32,38.2,34.4,26.2,60.6,1,0.69,1.69,0.91,1.6,https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats
2019,Juventus,Serie A,team,31,28,56.2,38,418,3420,38,66,44,59,7,8,76,4,1.74,1.16,2.89,1.55,2.71,58.2,52.1,37,89.1,1.53,0.97,2.5,1.37,2.35,https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats
2019,Juventus,Serie A,opponent,31,26.9,43.8,38,418,3420,38,29,19,27,2,4,95,3,0.76,0.5,1.26,0.71,1.21,36.1,33.1,23.3,56.4,0.95,0.61,1.56,0.87,1.48,https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats
2019,Lazio,Serie A,team,30,27.9,50.8,38,418,3420,38,54,35,48,6,6,89,4,1.42,0.92,2.34,1.26,2.18,56.4,52,38.9,90.9,1.49,1.02,2.51,1.37,2.39,https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats
2019,Lazio,Serie A,opponent,30,26.8,49.2,38,418,3420,38,45,25,40,5,6,86,4,1.18,0.66,1.84,1.05,1.71,42.7,38.1,27.3,65.4,1.12,0.72,1.84,1,1.72,https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats
2019,Leganés,La Liga,team,29,26.6,42.8,38,418,3420,38,36,25,33,3,5,104,4,0.95,0.66,1.61,0.87,1.53,37.4,33.8,24.5,58.3,0.99,0.64,1.63,0.89,1.53,https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats
2019,Leganés,La Liga,opponent,29,26.8,57.2,38,418,3420,38,42,27,39,3,4,90,3,1.11,0.71,1.82,1.03,1.74,40,36.8,26.1,62.9,1.05,0.69,1.74,0.97,1.66,https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats
2019,Leicester City,Premier League,team,25,25.9,51.1,38,418,3420,38,48,34,43,5,7,60,5,1.26,0.89,2.16,1.13,2.03,49.6,44.4,35.6,80,1.3,0.94,2.24,1.17,2.11,https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats
2019,Leicester City,Premier League,opponent,25,26.8,48.9,38,418,3420,38,48,36,43,5,5,70,6,1.26,0.95,2.21,1.13,2.08,45.5,41.9,32.5,74.4,1.2,0.86,2.05,1.1,1.96,https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats
2019,Levante,La Liga,team,26,26.3,45.6,38,418,3420,38,56,39,51,5,7,107,7,1.47,1.03,2.5,1.34,2.37,49.9,44.5,35.1,79.6,1.31,0.92,2.24,1.17,2.09,https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats
2019,Levante,La Liga,opponent,26,26.9,54.4,38,418,3420,38,63,41,55,8,9,92,7,1.66,1.08,2.74,1.45,2.53,67.9,60.9,43.5,104.4,1.79,1.15,2.93,1.6,2.75,https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats
2019,Leverkusen,Bundesliga,team,21,25.3,59.9,34,374,3060,34,68,51,64,4,5,50,1,2,1.5,3.5,1.88,3.38,62.1,58.4,42.6,100.9,1.83,1.25,3.08,1.72,2.97,https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats
2019,Leverkusen,Bundesliga,opponent,21,25.7,40.1,34,374,3060,34,49,35,45,4,6,70,2,1.44,1.03,2.47,1.32,2.35,43.6,39.1,28.6,67.7,1.28,0.84,2.13,1.15,1.99,https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats
2019,Lille,Ligue 1,team,25,24.1,51.5,38,418,3420,38,66,49,55,11,13,70,4,1.74,1.29,3.03,1.45,2.74,58.4,48.5,38.3,86.8,1.54,1.01,2.55,1.28,2.28,https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats
2019,Lille,Ligue 1,opponent,25,26,48.5,38,418,3420,38,33,19,27,6,10,76,8,0.87,0.5,1.37,0.71,1.21,42.8,35.2,24.4,59.6,1.13,0.64,1.77,0.93,1.57,https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats
